id,name,lat,lon,price,cuisine,opentime,endtime,recommendedfood
25,宫宴·须尽欢,39.8957404,116.3983332,552.0,北京菜,17:30,21:00,"葱油汁蒸东海黄鱼,宫廷冷盘,黄焖汤煨四宝,宫廷小点心,宫里的桂花酸奶,叉烧银鳕鱼,葱烧烤海参烩爪尖,脆皮黑猪肉,花雕鸡油菜脯蒸黄鱼,鸽子豆腐汤"
26,北京丽晶酒店·Daccapo迪卡博,39.916089,116.4188407,338.0,西餐,11:30,22:00,"惠灵顿牛排,香煎扇贝配胡萝卜泥及鹌鹑蛋,红菜头山羊芝士沙拉,波士顿龙虾配蒜香面包"
27,京兆尹(雍和宫店),39.9483257,116.4161334,1560.0,素食,11:00,21:00,"山楂蜜饮,栗子奶茶,玫瑰冰茶,甜点拼盘,中式下午茶拼盘,坚果拼盘,九层塔茄子,圣女果,卡布奇诺,西式下午茶拼盘"
28,北京盘古七星酒店·文奇中餐厅,39.993778,116.386543,1617.0,粤菜,11:30,22:00,"鸽吞燕,石锅佛跳墙,萝卜糕炒虾球,秘制烤羊排"
29,山河万朵中国素食VEGE WONDER(王府中环店),39.912838,116.4083698,946.0,素食,11:00,22:00,"青茴,颂春,牧场,绿洲,山林,海岸,河川,碰撞,紫菜,百合"
30,河沿肉饼Beijing Pie(锡拉胡同店),39.9162222,116.4085607,64.0,北京菜,10:00,21:00,"宫保鸡腿丁,牛肉饼,北京烤鸭肉饼,猪肉饼,传统京味疙瘩汤,麻酱糖饼"
31,北京国贸大酒店·国贸79,39.9123846,116.4587466,999.0,西餐,06:30,22:00, 
32,有术cafe,39.9252204,116.3600509,46.0,咖啡店,09:00,18:00, 
33,Refer,39.938681,116.4542376,3178.0,西餐,18:00,22:00,"鸭掌脆片,鱼子酱塔,鸭肝慕斯,青苹果年糕,馒头海胆寿司,扇贝黄瓜"
34,京季荣派官府菜,39.9105428,116.4807825,1520.0,北京菜,11:30,21:00,"鸡油花雕蒸大花蟹陈村粉,脆皮牛腩,黄焖佛跳墙,潮州卤鹅掌,珊瑚芙蓉大虾球,葛仙米炖天山雪莲"
35,樂·墨瑞,39.946961,116.4648313,1665.0,西餐,11:30,22:00,"香草烤鸡,香煎鸭胸肉,勃艮第红酒炖牛肉,秃黄油烩饭,伊比利亚火腿水波蛋南瓜汤,法式传统千层酥"
36,北京香格里拉饭店·咖啡CHA自助餐厅,39.9441091,116.3085601,507.0,自助餐,11:30,21:00, 
37,北京香格里拉饭店·AZUR聚,39.9441659,116.3082202,978.0,西餐,11:30,22:00, 
38,北京华尔道夫酒店·鸢尾宫1893(金鱼胡同店),39.9158604,116.4138641,846.0,西餐,06:30,10:30,"夏多布里昂牛排,法芙娜焦糖巧克力香蕉,扇贝,鸭肝批,鲍鱼,鱼子酱,龙虾,犬牙鱼,黑松露蘑菇烩面"
39,满福楼(蓝岛店),39.9224463,116.4493604,136.0,火锅,11:00,22:00,"纯鲜墨鱼丸,现炒肉末烧饼,手切涮羊肉,碳烤羊肉串,纯手工鲜虾丸,清汤锅底"
40,北京柏悦酒店·北京亮China Grill,39.9074574,116.4590363,879.0,西餐,11:30,22:30,"餐前面包,招牌黑胡椒波士顿龙虾,黄油大明虾和松露野菌汤,海鲜菌菇鸡肉冬瓜盅,土豆泥,北京亮沙拉,三文鱼,刺身拼盘,巧克力纯种和牛柳,西班牙火腿"
41,三清潭烧鹅(太古里店),39.9385646,116.454552,262.0,粤菜,11:30,21:00, 
42,旺顺阁鱼头泡饼(万柳店),39.9733582,116.2950804,145.0,北京菜,10:00,21:00, 
43,旺顺阁鱼头泡饼(通州万达店),39.905202,116.6405471,141.0,北京菜,10:30,21:00, 
44,北京王府井希尔顿酒店·秦唐中餐厅Chynna,39.9144691,116.4133602,259.0,北京菜,11:30,22:00, 
45,川骄海鲜自助(建国门店),39.9048625,116.4345543,299.0,自助餐,11:30,21:30, 
46,聚宝源(牛街总店),39.886754,116.363296,118.0,火锅,10:30,22:30,"大白菜,锅底,高钙羔羊肉,芝麻火烧,金牌羊上脑,菌菇拼盘,羊肋肉,糖卷果,太阳肉,牛眼肉"
47,福楼毕斯罗F Bistronome(国贸商城店),39.9117608,116.460591,408.0,西餐,11:30,22:00,"招牌香橙舒芙蕾,空运生蚝,柠檬迷漫挞"
48,官也街澳门火锅(国贸商城店),39.9114616,116.4607738,832.0,火锅,11:00,23:00,"海鲜拼盘,芝士牛肉丸,响铃,澳门鸡脚猪骨煲,大花虾"
49,北京瑰丽酒店·乡味小厨Country Kitchen,39.9202349,116.4603396,377.0,北京菜,11:30,22:00,"炸酱面,牛肉刀削面,三鲜白菜炉灶肉,炸烹大虾,陕西油泼扯面,鱼香茄子,麻辣烫,干锅土豆片,茄子刀削面,干锅娃娃菜"
50,银座岩,39.9486337,116.4556929,2764.0,日本料理,12:00,22:00, 
51,福楼法餐厅FLO,39.9631189,116.469753,640.0,西餐,11:30,22:00,"法式香煎牛排,勃垦第焗蜗牛,露杰鹅肝配莲雾,油封鸭腿,挪威烟熏三文鱼水晶黄瓜香槟奶油,法式蘑菇汤,塔希提香草焦糖布丁,甜点,鹅肝批,覆盆子慕斯蛋糕"
52,小吊梨汤(新奥店),39.9999464,116.3944566,92.0,北京菜,10:30,21:30,"小吊梨汤,小煎猪肝,小豆凉糕,干酪鱼,梨球果仁虾,梨汤脱骨鸡,招牌牛肉烩饭,豌豆黄,掓麻排骨,招牌黄烩饭"
53,白家大院(苏州街店),39.9797406,116.3048736,599.0,北京菜,10:30,22:30,"鱼翅,驴肉,宫爆虾球,木瓜雪蛤,妃子笑,豌豆黄,白府海参,花瓣,虾球,金牌蒜香骨"
54,北平食府.臻品私宴(王府井店),39.9104672,116.4125911,201.0,北京菜,10:30,21:30,"甄选卡露伽鱼子酱VIP国粹烤鸭,北平酥不腻烤鸭,莲年有鱼,后现代·酱爆肉丁,初榨橄榄油大拌菜"
55,北京诺富特和平宾馆·卡本妮法餐厅,39.9159592,116.4151974,292.0,西餐,11:30,21:30, 
56,尹三豆汁(天坛店),39.8904993,116.4128003,17.0,小吃,05:30,12:30,"豆汁,烧饼,焦圈,面茶,豆面丸子,糖火烧"
57,北京金茂万丽酒店·万丽轩,39.9213606,116.4100272,294.0,粤菜,11:30,22:00,"三文鱼,马卡龙,黑森林蛋糕,树莓巧克力蛋糕,青柠芝士蛋糕,比利时华夫饼,新西兰羊排,家族式烤乳猪,京式班尼地煮蛋,牛肉面"
58,宫门口馒头铺(创始人总店),39.8881178,116.3945529,26.0,小吃,07:00,19:00,"红糖大枣馒头,八宝粘豆包,红小豆的豆包,蜂蜜烤馒头,红糖麻酱花卷,大米发糕"
59,局气·烤鸭·北京菜(西单店),39.9124064,116.3802001,85.0,北京菜,11:00,21:30,"炸灌肠,乾隆白菜,局气酥皮虾,局气豆腐,兔爷土豆泥,杏仁豆腐"
60,刘记炙子烤肉(虎坊桥店),39.888247,116.3853431,114.0,烧烤,11:00,22:30,"烤牛肉,烤牛舌,烤羊肉,烤鲜鱿鱼须,烤鱼豆腐,炸窝头"
61,TRB Hutong (嵩祝寺店),39.9275728,116.4035617,1569.0,西餐,11:30,22:00,"和牛,蛏子王,鳌虾,扇贝,马友鱼,乳鸽,鹅肝 · 梨,蓝龙虾,松露"
62,枫丹露原LA ROSEE·福楼新概念(西单大悦城店),39.9107493,116.3724493,229.0,西餐,11:00,21:00, 
63,北京古城老院精品酒店·古城老院餐厅,39.9314233,116.4138091,725.0,西餐,12:00,20:30,"法国金珍珠蚝,酥脆鹅肝小饺子,巧克力舒芙蕾"
64,CASA TALIA by TIAGO(侨福芳草地店),39.9194715,116.4487192,350.0,西餐,11:30,21:30, 
65,胖妹面庄(香饵胡同店),39.9393284,116.4164133,60.0,小吃,11:00,21:00,"豌杂面,脱骨土鸡爪,麻辣排骨串,大门拌三鲜,强强蜜冬瓜,肥肠面,老麻抄手,凉糕"
66,芙蓉无双荣派湘菜,39.9174174,116.3588079,468.0,湘菜,11:30,21:00,"浏阳豆豉辣椒蒸肉,蓉园臭豆腐,芙蓉火烧饼,火爆腰花,酸萝卜煲猪肚汤,擂椒皮蛋"
67,牛街清真满恒記(平安里西大街店),39.9318572,116.3675495,117.0,清真菜,06:30,22:00,"手工鲜切羊后腿,每日直送鲜脆牛百叶,脆骨羔羊肉卷,精品炭烤小羊肉串,吸汁炸腐竹卷,老回民爆肚"
68,上海滩餐厅(国贸商城店),39.9114106,116.4607377,480.0,本帮菜,11:00,21:30,"和牛麻婆豆腐烩龙虾,鱼子酱野菜脆皮松板肉,上海熏鱼,黑松露布袋,鹅肝春卷脆皮,海鲜浓汤黄坛子,葱烧关东辽参,火瞳炖陈年老鸭,糟骨头黑豚肉碎蒸膏蟹,椒麻煮三件"
69,日本料理·鑫嚞zhe,39.9478988,116.4047683,2019.0,日本料理,12:00,22:00,"酥炸和牛,松茸松叶蟹御碗,金目鲷釜饭,间八釜饭,酥炸甘鲷鱼,酥炸蟹腿胡麻豆腐"
70,北京三里屯CHAO酒店·Living Room,39.932839,116.4515682,450.0,西餐,17:00,22:00,"蒜味地中海红虾,澳洲M5西冷400克,羽衣甘蓝牛油果沙拉,香草烟熏挪威三文鱼配施氏鱼子酱,黑松露鹅肝酱配面包,羊肚菌烩鸡,黑虎虾春卷,蓝莓配杏仁，香草派"
71,潮上潮(正大店),39.9129499,116.4679403,723.0,粤菜,11:30,21:00,"乳鸽,卤水老鹅头,潮式冻鱼饭,鲍鱼汁扣花胶皇, 潮州炸粿肉"
72,紫光园(西直门店),39.9392383,116.3644053,80.0,清真菜,06:00,21:00,"精品红烧牛尾,芫爆散丹,松鼠桂鱼,烤鸭,葱爆羊肉,虾仁炒疙瘩"
73,玲珑,39.9331847,116.460397,1447.0,创意菜,17:30,20:30,"蚝与牛,真鲷鱼生,酸汤鱼,茉莉花黄油,花椒马卡龙,流心蛋黄酥"
74,莫斯科餐厅,39.9403128,116.3430762,285.0,西餐,11:00,21:00, 
75,潮外粤宴(环球贸易中心店),39.967371,116.410662,441.0,粤菜,11:00,22:00, 
76,北京西苑饭店·紫金云顶旋转餐厅,39.9373054,116.3322524,230.0,自助餐,11:30,21:30, 
77,梧桐,39.9735506,116.4806196,218.0,创意菜,11:00,22:00,"芒果粒三文鱼,椰香咖喱面包鸡,酥皮乳鸭,盐水鸭肝酱配烤面包片,梧桐四味烤鸭,梧桐健康鲜桃仁,提拉米苏,红丝绒蛋糕,巧克力蛋糕,鳕鱼南瓜汤"
78,北京东隅酒店·FEAST·颐堤港,39.9690035,116.4920069,248.0,自助餐,06:00,21:00, 
79,北京在之禾度假酒店·孔雀花园餐厅,40.0114162,116.4100302,521.0,西餐,11:00,21:00, 
80,北京首都机场东海康得思酒店·Ming Court 明阁中餐厅,40.0485698,116.6127036,190.0,粤菜,11:00,21:30, 
81,北京日出东方凯宾斯基酒店·啤酒坊,40.3872472,116.6776295,256.0,西餐,11:30,21:30,"啤酒屋特色肉盘,海鲜蔬菜沙拉,海陆拼盘"
82,北京东方君悦大酒店·长安壹号,39.9097491,116.4145306,390.0,北京菜,11:30,21:30,"老式果木烤鸭,芝麻菠菜,宫保鸡丁,富贵鸡,鲍鱼红烧肉,油焖渤海大明虾"
83,牛排家(王府井澳门中心店),39.9147517,116.4136592,298.0,西餐,11:00,22:00, 
84,京城九门轩烤鸭店(前门店),39.8951631,116.3976783,93.0,北京菜,10:30,21:30,"北京烤鸭,老北京炸酱面,宫保鸡丁,贝勒爷烤肉,田园拌菜,鸭架汤"
85,第六季自助餐厅(王府井店),39.9160126,116.4072438,349.0,自助餐,11:00,21:30, 
86,1949-全鸭季(金宝街店),39.9147263,116.4209642,509.0,北京菜,11:00,22:00,"皇帝鸭,宫保虾球521,碧绿炒元贝,七味盐烧豆腐,杨枝甘露,糖醋小排骨,三杯鸡"
87,宴锦堂(隆福寺店),39.9268076,116.4141675,865.0,其他,11:30,22:30, 
88,北京粤财JW万豪酒店·CASALINGO意大利餐厅,39.8955457,116.3755659,199.0,西餐,11:30,22:00, 
89,申德勒加油站西餐厅(日坛路总店),39.9135975,116.4445065,200.0,西餐,11:00,24:00, 
90,美味斋(翔达大厦店),39.8896619,116.3688086,101.0,本帮菜,11:00,21:00,"四喜烤麸,生煎包,响油鳝糊,老油条牛肉,葱油拌面,八宝辣酱"
91,老吉堂上海本帮菜(工体店),39.9267765,116.4487318,228.0,本帮菜,11:00,22:00, 
92,羲和雅苑烤鸭坊(国贸商城店),39.9094562,116.4577647,184.0,北京菜,11:00,21:00,"张氏狮子头,特色宫保鸡丁,宫爆虾球,酸汤肥牛,一品赛蟹黄,盐水鸭肝,干偏口蘑,萝卜干腊肉炒饭,写意烤麸,葱油黄鱼"
93,花开素食(东直门店),39.9407695,116.4260747,203.0,素食,11:00,21:00, 
94,潮舍(环球金融中心店),39.9185149,116.4586289,285.0,粤菜,11:00,21:00, 
95,北京瑰丽酒店·赤火锅RED BOWL,39.9204946,116.4607968,502.0,火锅,17:30,23:00,"澳洲牛上脑,时令蔬菜拼盘,双椒鹿肉,山椒鹿肉"
96,新京熹·北京涮肉(三里屯耀莱店),39.9382473,116.4495746,260.0,火锅,11:00,24:00, 
97,淮扬府(安定门店),39.9538926,116.4085979,261.0,江浙菜,11:00,21:00,"扬州大煮干丝,清炖蟹粉狮子头,响油鳝糊,招牌秘制红烧肉,酥香黄桥烧饼,虾籽阳春面,扬州炒饭,狮子头,阳春面,鱼头"
98,清真·鸦儿李记·涮肉(和平里店),39.9583221,116.418027,113.0,火锅,05:30,22:00,"手切鲜羊肉,鲜百叶,元宝肉,冻切牛上脑,精品肥牛,烤羊肉串"
99,茶汤李京味餐厅(和平里店),39.9618837,116.4203095,77.0,北京菜,10:00,21:00,"羊肉,焦圈,豆汁,菜根香,炒肝,羊肉串,爆肚仁,干炸丸子,炸灌肠,焦溜肉片"
100,Tavola Italian Dining,39.9518843,116.4641943,692.0,西餐,11:30,22:00,"甜品,火爆辣鸡香蒜披萨,意大利水饺"
101,北京郡王府饭店·四面荷风,39.9363614,116.4857888,436.0,咖啡店,11:00,18:00,"黑金小龙虾汉堡,果子糕,富华郡王府芸豆拼"
102,北京北辰五洲皇冠国际酒店·巴西烤肉餐厅,39.9898617,116.4055991,226.0,自助餐,11:30,22:00, 
103,罗兰湖餐厅,39.9738976,116.4794078,224.0,创意菜,11:00,22:00,"重庆森林,海螺细面,烤五花肉,烤青花鱼,小牛仔骨,牛肉章鱼炒米条,海鲜锅"
104,满满海佛跳墙(亚运村店),39.9956359,116.4246472,500.0,海鲜,10:00,21:00,"佛跳墙,鲍鱼烧土豆,红烧河豚"
105,御仙都皇家菜博物馆(金四季购物中心店),39.9453523,116.2706814,591.0,北京菜,10:00,21:00, 
106,紫云轩,40.0453333,116.4920027,580.0,创意菜,11:00,22:00, 
107,北京朗丽兹太和府酒店·宴会厅,40.0939245,116.2852479,295.0,自助餐,17:30,21:00, 
108,北京悉昙酒店·荣府宴,39.9053041,116.0151308,2286.0,江浙菜,08:00,21:00,"雪菜笋丝大汤烧黄鱼,牛肝菌红烧大鲜鲍,熟醉奄仔蟹,烟熏鲳鱼,金砖白玉,边笋丝瓜盐卤豆腐煲"
109,The Cheesecake Factory 芝乐坊餐厅(王府中環店),39.9125095,116.4098902,213.0,西餐,11:00,22:00,"小餐馆炸虾意面,夏威夷盛宴沙拉,红丝绒芝士蛋糕"
110,萃華楼(新世界旗舰店),39.8989206,116.4176068,162.0,鲁菜,10:00,21:30,"酱爆桃仁鸡,特色烤花卷,干炸丸子,烩乌鱼蛋汤,七味盐黄金小豆腐,糟溜鱼片"
111,叶叶菩提(旗舰店),39.8957796,116.4007097,698.0,素食,11:00,21:00, 
112,北平花园(天安门店),39.8982014,116.3957511,268.0,西餐,11:00,23:00, 
113,前门张记涮肉店(前门店),39.8942794,116.3944242,127.0,火锅,10:30,22:00,"鲜羊肉,黄瓜条,手切羊肉,炸松肉,麻豆腐,磨裆肉,冻豆腐,腱子肉,麻酱小料,大白菜"
114,隐世叠院儿·宴请婚礼生日(怪兽饮酒商店),39.8990854,116.3892703,588.0,创意菜,11:00,20:00,"露杰鸭肝-焦糖菠萝-杏仁粉,加拿大扇贝-橙肉-鱼子酱,餐前小吃"
115,扬州宴(北京店),39.9100481,116.4285885,454.0,江浙菜,11:00,21:00, 
116,兴顺饭庄(交道口南大街店),39.9338583,116.4086485,71.0,北京菜,10:30,22:00,"焦溜肥肠,兴顺腰花,鱼香肉丝,糖醋里脊,宫保鸡丁,干炸丸子"
117,荷唐·殿 Home Town Palace,39.9338615,116.4023585,335.0,创意菜,11:00,21:30, 
118,北京北平国际青年旅舍·北平花园·北平咖啡(南锣鼓巷店),39.935767,116.4030604,62.0,西餐,11:00,21:00, 
119,曲廊院(东四十一条店),39.9344995,116.4243506,857.0,创意菜,11:30,22:30,"酒花醉,白冬瓜汤,雨季野菌,软兜,香黄鸡,茶道牛肉,鸭稻鱼饭,水蜜桃"
120,伊藤ITO(侨福芳草地购物中心店),39.9212303,116.4488676,297.0,日本料理,11:30,22:00, 
121,老北京炙子烤肉(德胜门店),39.9340892,116.3797988,92.0,烧烤,10:30,22:00,"烤羊肉,烤牛肉,烤牛舌,炸窝头,烤鸡腿肉,烤大虾"
122,御仙都·北京菜馆(双井店),39.8996848,116.4557035,263.0,北京菜,11:00,21:00, 
123,奇门涮肉坊,39.9408488,116.4213686,125.0,火锅,11:00,03:00,"鸳鸯锅,鲜椒锅底,奇门小肋卷,经典双层肥牛,大刀手切鲜羊肉,鲜切花牛腱,奇门高钙羊肉,精品爆肚"
124,柳泉居饭庄,39.9337994,116.3731691,143.0,鲁菜,06:00,21:00,"京味爆三样盖饭,特色豆包,响油鳝糊,干炸小丸子,糟熘鱼片,宫保鸡丁"
125,板前十胜·和牛烧肉专门店(北京总店),39.9430066,116.3938279,586.0,日本料理,11:30,22:00, 
126,湘爱(工体店),39.9287768,116.4493579,330.0,湘菜,11:00,22:00, 
127,北平三兄弟涮肉(簋街店),39.9413839,116.4299878,140.0,火锅,10:00,03:00,"鲜切羊肉,鲜羊上脑,红柳羊肉串,芝麻烧饼,鲜羊瓜条,手切三叉,肉串,豌豆黄,缸子肉,小料"
128,东兴楼饭庄(东直门店),39.9413868,116.4304728,162.0,鲁菜,10:30,21:30,"葱烧关西参,干烧多宝鱼,烩乌鱼丸汤,东兴牛仔粒,火燎鸭心,东兴宫爆虾"
129,甬府尊鲜(国贸商城店),39.9116829,116.4602449,358.0,江浙菜,11:00,20:30,"堂灼十八斩,火焰花雕鸡,红烧米鱼,酱汁蒸带鱼,黄鱼春卷,沙蒜烧豆面"
130,拾久(东三环中路店),39.8990655,116.4608462,230.0,北京菜,11:30,21:30, 
131,屋里厢上海菜馆,39.9321498,116.4595991,462.0,本帮菜,11:00,21:30,"本帮熏鱼,响油鳝丝,百叶结红烧肉,蟹粉豆腐,开洋葱油拌面,沪市牛肉粒"
132,神户赤童日式烤肉(金地广场店),39.909032,116.4746094,168.0,日本料理,11:00,22:00, 
133,酷湘·江南庭院餐厅·士大夫湘菜(国贸店),39.9008052,116.4756814,522.0,湘菜,11:00,22:00, 
134,同和居(月坛店),39.9141893,116.3398818,141.0,鲁菜,10:30,21:00,"烤馒头,糟溜三白,三不粘,清炒虾仁,干炸丸子,九转大肠,糟溜鱼片,葱烧海参,炸小丸子,干炸两样"
135,淮扬府·游园京梦(北京SKP店),39.9104313,116.4789666,240.0,江浙菜,11:00,21:00, 
136,玖五京菜(环宇荟购物中心店),39.9778057,116.406454,222.0,北京菜,11:00,21:30, 
137,Tomacado花厨(朝阳大悦城店),39.9247783,116.5182985,197.0,西餐,11:00,22:00, 
138,浩爷羊蝎子火锅(双榆树店),39.9714389,116.3238326,149.0,火锅,11:00,22:00,"羊蝎子,天然豆皮,京味爆肚,白菜豆腐丝,白玉豆腐,浩爷葱花饼"
139,TIAGO HOME KITCHEN(颐堤港店),39.9706671,116.4920518,180.0,西餐,11:30,21:30,"战斧牛排,香蒜橄榄油煎虾,白葡萄酒柠檬烩海虹,松露蛋饼配帕尔玛火腿,香烤脆皮鸡配迷迭香及苹果,香煎三文鱼配时蔬及海鲜汤,巴斯克焦烧乳酪蛋糕配缤纷莓果,炸水牛芝士配水瓜柳酱,招牌波士顿龙虾意面,“巨无霸”和牛惠灵顿配鱼子酱"
140,初色海鲜自助火锅(万丰路店),39.8707842,116.2939873,337.0,自助餐,11:30,21:00,"雪蟹腿,海虾,龙利鱼片,象拔蚌,阿根廷红虾,鲜活鲍鱼,螃蟹,北极贝,扇贝,生蚝"
141,那家小馆(798艺术区店),39.9876398,116.4937315,170.0,北京菜,11:00,21:30,"塞外皇坛子,桃仁剔炒鸡,秘制酥皮虾,酱爆猪肝,那家自制豆腐,桂花山药"
142,提督·TIDU(荟聚中心店),39.7881609,116.3259189,233.0,北京菜,11:00,21:00,"金汤黑虎虾片,砂锅焗黑椒牛肉,招牌黑松露黑胡椒猪蹄煲,樱桃清酒鹅肝,提督糖油饼"
143,果园西餐厅,40.0404185,116.498857,256.0,西餐,10:00,20:30,"迷迭香烤鸡腿,挪威熏三文鱼鳄梨沙拉,黄金南瓜汤"
144,The Lotus Garden 莲花园,39.8535972,116.6798862,238.0,自助餐,06:30,22:00, 
145,陈记卤煮小肠,39.8969568,116.3953223,33.0,小吃,09:00,20:00, 
146,止观小馆·辽河口渔家菜(王府井店),39.9153568,116.4151771,800.0,东北菜,11:30,21:00, 
147,北京宴(金宝店),39.9151285,116.4220485,490.0,北京菜,10:30,21:30, 
148,沣元春饼馆(幸福巷店),39.8873321,116.4329974,68.0,小吃,11:00,21:00,"酱肘子,炒合菜,醋溜土豆丝,京酱肉丝,大酱炒鸡蛋,手工春饼"
149,东四民芳餐厅(朝阳门总店),39.9246828,116.4307575,109.0,北京菜,10:30,22:00,"鱼头泡饼,民芳干煸豆角,民芳带鱼,民芳宫保鸡丁,民芳乌梅汁,宫保鸡丁,芝麻酱糖饼,焦溜丸子,烤鸭,民芳肘子"
150,木马童话黑暗餐厅·私人定制(西单店),39.9140801,116.373122,368.0,西餐,11:00,23:00, 
151,峨嵋酒家(地安门店),39.9338059,116.3961116,90.0,川菜,11:00,20:30,"宫保鸡丁,鸡丝凉面,麻酱糖饼,峨嵋豆腐,干炸丸子"
152,北京民族饭店·四季餐厅,39.9077586,116.3669656,352.0,粤菜,11:00,21:00, 
153,日坛涮肉(日坛公园店),39.914663,116.4463283,161.0,火锅,11:00,22:30,"冷切羊上脑,手切鲜羊肉,手切滩羊后腿,冷切钻石杜泊羊,手切鲜牛外脊,牛魔王,烤羊肉大串,日坛特色烧饼,手切鲜牛花腱,海鲜全家福"
