id,name,hotelname_en,featurehoteltype,lat,lon,price,numbed
33,宏阳·麗悦酒店(广州塔客村地铁站琶洲会展中心店),Hongyang Liyue Hotel (Canton Tower Kecun Railway Station and Pazhou International Exhibition Center),机器人服务,23.096603,113.329632,445,1
34,广州云来斯堡酒店,Vanburgh Hotel,免费停车,23.125463,113.341827,588,1
35,广州增城恒大酒店,Hengda Hotel,泳池,23.299682,113.616028,438,2
36,广州天河鼎龙希尔顿花园酒店,Hilton Garden Inn Guangzhou Tianhe,免费停车,23.155024,113.314601,510,2
37,广州花都金融中心亚朵酒店,Guangzhou Huadu Financial Center Atour Hotel,免费停车,23.410087,113.218356,429,1
38,广州白云山机场路亚朵X酒店,"Atour X Hotel, Baiyunshan Airport Road, Guangzhou",免费停车,23.194791,113.265822,420,2
39,广州恒大酒店(金沙洲),Hengda Hotel (Jinshazhou),泳池,23.191975,113.204454,424,2
40,美豪丽致酒店(广州黄埔宝能演艺中心店),LIZ  MEHOOD  GZ HP,免费停车,23.153728,113.508328,407,1
41,城迹酒店(广州北京路步行街西门口地铁站店),CITYJOIN Hotel (Ximenkou subway station store),机器人服务,23.125689,113.257458,392,1
42,广州融创堇山酒店,Sunac Mauve Hill Hotel Guangzhou,湖景房,23.432332,113.234746,575,1
43,广州珠江新城骑士物语酒店,Arthur Hotel Zhuangjiang New Town Guangzhou,免费停车,23.120136,113.352948,492,2
44,全季酒店(广州天河体育中心店),All Seasons Hotel (Guangzhou Tianhe Sports Center Branch),机器人服务,23.142126,113.329013,499,1
45,广州塔骑士物语酒店,ARTHUR HOTEL CANTON TOWER GUANGZHOU,机器人服务,23.097627,113.319861,496,1
46,广州华钜君悦酒店,Hj  Grand Hotel,泳池,23.376547,113.256614,415,2
47,佛山三龙湾希尔顿欢朋酒店,Hampton by Hilton Foshan Sanlong Bay,免费停车,23.006163,113.232038,424,1
48,礼途酒店(广州淘金地铁站店),Likto Hotel (Guangzhou Taojin Metro Station),会议厅,23.133679,113.285391,419,1
49,广州伊士丹顿酒店,Guangzhou Estandon Hotel,免费停车,23.115352,113.373943,558,1
50,麗枫酒店(广州健康方舟店),Lifeng Hotel (Guangzhou health ark store),免费停车,23.059975,113.260611,430,1
51,美豪丽致酒店(广州塔琶洲会展中心店),Meihao Lizhi Hotel (Guangzhou Tower Pazhou Convention and Exhibition Center),亲子主题房,23.092613,113.333065,499,1
52,麗枫酒店(广州太古汇广场石牌桥地铁站店),Lavande Hotel (Guangzhou Taikoo Hui Plaza Shipaiqiao Metro Station),免费停车,23.131076,113.33318,459,1
53,宜致酒店(广州东站地铁站天河体育中心店),Yizhi Hotel (Guangzhou East Railway Station Tianhe Sports Center),家庭房,23.149659,113.333124,385,1
54,广州番禺市桥亚朵酒店,Guangzhou Panyu Shiqiao Atour Hotel,免费停车,22.951906,113.373233,456,1
55,麗枫酒店(广州知识城何棠下地铁站店),Lavande Hotel (Guangzhou Knowledge City Hetangxia subway station),免费停车,23.329926,113.542763,372,1
56,广州南沙凤凰湖木莲庄酒店,The Mulian Hotel of Guangzhou Nansha Fenghuang Lake,免费停车,22.798606,113.518914,405,1
57,总统大酒店(广州体育中心太古汇店),President Hotel (Guangzhou Sports Center Taikoo Hui),免费停车,23.133953,113.338403,477,1
58,广州珠江新城希尔顿欢朋酒店,Hampton by Hilton Guangzhou Zhujiang New Town,免费停车,23.126797,113.342696,570,2
59,宜尚PLUS酒店(广州区庄地铁站店),Ouzhuang Station  ECHARM PLUS Hotel,机器人服务,23.131312,113.294265,430,1
60,广东大厦酒店(广州北京路步行街纪念堂地铁站店),Guangdong Hotel( Sun Yat-sen Memorial Hall Station),管家服务,23.131862,113.267553,478,2
61,宜致美居(广州珠江新城地铁站五羊邨店),Yizhi Hotel (Guangzhou Zhujiang New City Metro Station Wuyang Estate Branch ),儿童乐园,23.11953,113.314415,364,1
62,广州南沙悠方MUSTEL木文缇酒店,MUSTEL Hotel Guangzhou Nansha,免费停车,22.799101,113.51956,476,1
63,宜致酒店(广州北京路陈家祠地铁站店),Yizhi Hotel (Guangzhou Beijing Road Chenjiaxuan Subway Station),窗外好景,23.125575,113.248482,424,1
64,广州萝岗科学城骑士物语酒店,Arthur Hotel Luogang Guangzhou,免费停车,23.173347,113.460148,476,1
65,广州静谧坊 HOUSE HOTEL(天河智慧城店),DRIMIN HOUSE HOTEL GUANGZHOU,免费停车,23.170602,113.407769,420,1
66,宜尚PLUS酒店(广州珠江新城五羊邨地铁站店),Echarm PLUS Hotel (Guangzhou Zhujiang New Town Wuyangcun Subway Station),免费停车,23.119479,113.312081,408,1
67,宜致酒店(广州江南西昌岗地铁站店),Y.ZHI HOTEL,影音房,23.088031,113.27425,396,1
68,美豪丽致酒店(广州天河金融城店),MEHOOD LESTIE Hotel (Guangzhou Tianhe Financial City),停车场,23.117692,113.416972,432,1
69,希岸Deluxe酒店(广州番禺汉溪长隆店),"Xana Deluxe hotel (Changlong Branch, Hanxi, Panyu, Guangzhou)",免费停车,22.977345,113.356404,430,1
70,柏高酒店(广州东风路省政府店),Paco  Hotel (Guangzhou Dongfeng Road Provincial Government),机器人服务,23.131979,113.283028,416,1
71,怡程酒店(广州珠江新城暨大店),Echeng Hotel (Guangzhou Zhujiang New Town),管家服务,23.12666,113.344045,460,1
72,广州火车站越秀国际会议中心丽柏酒店,"Park Inn by Radisson Yuexiu International Conference Center, Guangzhou Railway Station",免费停车,23.147242,113.260707,447,1
73,宜致酒店(广州琶洲会展中心海珠湿地公园店),Yizhi Hotel (Guangzhou Haizhu Wetland Park Pazhou Convention and Exhibition Center),停车场,23.079677,113.348964,352,1
74,广州宝德国际酒店,Buddy Hotel,免费停车,23.165291,113.404413,498,1
75,宜致酒店(广州天河公园珠江新城店),Yizhi Hotel (Guangzhou Tianhe Park Zhujiang New Town),免费停车,23.134374,113.367866,318,1
76,宜致酒店(广州中山大学附属第一医院东山口地铁站店),"Yizhi Hotel (Dongshankou Subway Station Store, First Affiliated Hospital of Sun Yat sen University)",家庭房,23.125976,113.29617,358,1
77,柏高酒店(广州沿江路团一大地铁站店),PACO Hotel (Guangzhou Yanjiang Road Tuanyi Metro Station),免费停车,23.117872,113.282515,341,1
78,广州永庆坊瞻云精选酒店,The Yun Collection Guangzhou Yong Qing Fang,机器人服务,23.114634,113.238665,388,1
79,中国市长大厦酒店(广州东站天河体育中心店),"China Mayors Plaza, Guangzhou East Station，Tianhe Sports Center",会议厅,23.142003,113.32269,469,1
80,柏高·颂酒店(广州环市东路动物园地铁站店),Paco Hotel (Guangzhou Huanshi East Road),健身室,23.134356,113.30661,448,2
81,丹顿行政酒店公寓(珠江新城店),Dan Executive Hotel Apartment (Zhujiang New Town),酒店公寓,23.124468,113.334428,538,2
82,广州南沙珠江三角洲世贸中心大厦,Guangzhou Nansha Pearl River Delta World Trade Center Tower,免费停车,22.770685,113.604657,403,2
83,广州火车站希尔顿欢朋酒店,Hampton By Hilton Guangzhou Railway Station,免费停车,23.150458,113.262014,568,1
84,广州壹街叁號·海员宾馆(江南西昌岗地铁站店),Guangzhou Seaman Hotel,免费停车,23.094676,113.274603,397,2
85,广州番禺市广路亚朵酒店,Atour Hotel Shiguang Road Panyu Guangzhou,免费停车,22.957689,113.351389,429,1
86,广州逸林假日酒店,Easeland Hotel Guangzhou,桑拿,23.197959,113.288397,523,1
87,广州北京路天字码头兰欧国际酒店,Lan Ou International Hotel (Guangzhou Beijing Road Tianzi Wharf),家庭房,23.112365,113.272683,438,1
88,柏高酒店(广州体育西路地铁站店),Paco Hotel (Guangzhou Tiyu Xilu Metro Branch),免费停车,23.130472,113.320028,378,1
89,隐舍酒店(广州江南西昌岗地铁站店),Hidden house Hotel (Guangzhou Jiangnanxi  Changgang Subway Station ),家庭房,23.096465,113.276231,429,1
90,铂顿国际公寓(广州番禺政务中心店),Poltton International Apartment (Guangzhou Panyu Government Affairs Center),机器人服务,22.934977,113.410261,347,1
91,柏高酒店(广州萝岗科学城金峰地铁站店),"Paco Hotel (Guangzhou Luogang Science City, Jinfeng Metro Station)",免费停车,23.178235,113.4532,383,1
92,广州南湖假日酒店,Holiday Inn Guangzhou South Lake,桑拿,23.207208,113.330299,472,2
93,锦江都城文创酒店(广州科学城演艺中心店),Jinjiang Du Cheng Cultural Innovation Hotel Guangzhou Science City Performing Arts Center store,免费停车,23.17453,113.485225,452,2
94,广东地质山水酒店,Guangdong Geological Landscape Hotel,免费停车,23.134225,113.30536,550,1
95,广州万国元宝酒店(珠江新城店),Guangzhou Wogo Yuanbao Hotel (Zhujiang New Town),桑拿,23.12044,113.312104,599,1
96,丽怡酒店(广州火车站小北地铁站店),Country Inn ·Guangzhou Railway Station Xiaobei Subway Station Store,管家服务,23.142375,113.278102,432,1
97,广州黄埔南岗万达亚朵X酒店,Atour X Hotel Nangang Wanda Huangpu Guangzhou,影音房,23.103825,113.545601,385,2
98,广州天河公园万枫酒店,Fairfield by Marriott Guangzhou Tianhe Park,免费停车,23.131237,113.369733,508,1
99,宜致酒店(广州北京路步行街彩虹桥地铁站店),Yizhi Hotel (Guangzhou Beijing Road Pedestrian Street Rainbow Bridge Subway Station),家庭房,23.132757,113.245061,366,1
100,广州金融城美居酒店,Mercure Guangzhou Financial City,免费停车,23.102229,113.424083,430,2
101,广州凯旋华美达大酒店,Ramada by Wyndham Pearl Guangzhou,桑拿,23.113974,113.313611,580,1
102,广州白云机场西希尔顿惠庭酒店,Home2 Suites by Hilton Guangzhou Baiyun Airport West,自营亲子房,23.370763,113.234566,420,1
103,ZMAX满兮酒店(广州珠江新城五羊邨地铁站店),ZMAX HOTELS(Guangzhou Zhujiang New Town Wuyangcun Metro Station Branch hotel ),免费停车,23.117605,113.312928,414,2
104,广州盛捷生物岛酒店公寓,Somerset Bio-Island Guangzhou,桑拿,23.067582,113.375717,466,1
105,广州沙面岛逸里优居,Guangzhou Shamian Island YATLAND,家庭房,23.097014,113.24379,397,1
106,广州白水寨嘉华温泉酒店,Regal Palace Resort & Spa,私人泳池,23.555423,113.770145,860,1
107,广州卓美亚酒店,Jumeirah Guangzhou,SPA,23.119474,113.326919,1436,1
108,广州设计之都郡雅酒店,Junluxe Guangzhou Baiyun,泳池,23.22121,113.284196,580,1
109,广州富力丽思卡尔顿酒店,"The Ritz-Carlton, Guangzhou",泳池,23.116276,113.327325,1458,1
110,丽呈熹玥·思薇娜酒店(广州太古仓沙园地铁站店),Lichengxiyue Siweina Hotel(Guangzhou Taikoo Cangshayuan Subway Station),影音房,23.087472,113.26092,516,2
111,花城中心酒店(广州体育中心林和西地铁站店),HC Hotel (Sports Center Linhexi Metro Station),家庭房,23.141759,113.323388,408,1
112,诺盟酒店(省人民医院东山口地铁站店),Nuomo Hotel,免费停车,23.120007,113.286576,276,1
113,广州新塘希尔顿欢朋酒店,Hampton by Hilton Guangzhou Xintang,自营亲子房,23.119828,113.573259,479,2
114,广州南沙美豪丽致酒店,Guangzhou Nansha Meihao Lizhi Hotel,免费停车,22.759933,113.603869,379,1
115,广州文华东方酒店,Mandarin Oriental Guangzhou,桑拿,23.134668,113.33323,1469,2
116,广州上水精品设计酒店,Shangshui Boutique Design Hotel,管家服务,23.697493,113.725088,799,2
117,广州环贸中心越秀星廷公寓,Star Residence ICC Guangzhou,多功能厅,23.142084,113.327751,474,2
118,广州康莱德酒店,Conrad Guangzhou,桑拿,23.115708,113.332552,1145,2
119,广州星河湾酒店,Chateau Star River Guangzhou,网红泳池,23.027146,113.337765,691,1
120,雅致酒店(珠江新城广州塔店),Elegant Hotel (Zhujiang New Town Canton Tower),窗外好景,23.113753,113.332838,1172,1
121,广州W酒店,W Guangzhou,桑拿,23.121885,113.32847,1274,1
122,广州增城同派酒店(新塘高铁站店),Guangzhou Zengcheng Tongpai Hotel,窗外好景,23.134675,113.598195,376,2
123,广州粤海喜来登酒店,Sheraton Guangzhou Hotel,桑拿,23.132583,113.322227,1166,1
124,维也纳国际酒店(广州萝岗万达广场店),Vienna International Hotel (Guangzhou Luogang Wanda Plaza),免费停车,23.159507,113.475761,343,1
125,广州花园酒店,LN Garden Hotel Guangzhou,泳池,23.135249,113.286297,923,1
126,广州太古汇岗顶地铁站亚朵酒店,Atour Hotel (Gangding Metro Station TaiKoo Hui Guangzhou),管家服务,23.133236,113.338203,632,1
127,卡尔顿·星越酒店(广州黄边地铁站设计之都店),Kardon Hotel ·Star (Guangzhou Huangbian Metro Station Design Capital),免费停车,23.217735,113.28665,379,2
128,广州白云宾馆,Guangzhou Baiyun Hotel,泳池,23.137684,113.286237,605,2
129,外商·艺龙酒店(广州珠江新城店),IMPERIAL TRADERS ELONG HOTEL,SPA,23.12478,113.314586,590,2
130,广州万晟·品未酒店(北京路步行街店),Guangzhou Wansheng Pinwei Hotel,健身室,23.120067,113.2676,349,1
131,广州白云嘉禾鹤边亚朵酒店,Atour Hotel Guangzhou Baiyun Jiaxuan Hebian,影音房,23.213433,113.266343,438,1
132,广州万富希尔顿酒店,Hilton Guangzhou Baiyun,SPA,23.175602,113.268462,754,2
133,广州南沙美居酒店,Mercure Guangzhou Nansha,免费停车,22.798488,113.581621,396,1
134,维也纳国际酒店(广州科学城金峰地铁站店),Vienna International Hotel (Guangzhou Science City Jinfeng subway station),免费停车,23.185918,113.445912,355,1
135,广州珠江新城华轩里酒店,H'Elite Hotel,免费停车,23.122586,113.322618,639,2
136,广州天河希尔顿酒店,Hilton Guangzhou Tianhe,桑拿,23.146269,113.320725,776,2
137,广州南航明珠空港大酒店,Southern Airlines Pearl Airport Hotel,免费停车,23.425011,113.313499,384,1
138,广州希尔顿逸林酒店,DoubleTree by Hilton Guangzhou,动人夜景,23.131523,113.270839,749,1
139,广州四季酒店,Four Seasons Hotel Guangzhou,Boss推荐,23.117279,113.322927,1667,1
140,广州三英温泉度假酒店,Sanying Spa Resort Hotel,桑拿,23.558841,113.782602,575,1
141,广州圣丰索菲特大酒店,Sofitel Guangzhou Sunrich,泳池,23.138155,113.315885,875,1
142,广州白云机场丽呈睿轩酒店,Rezen Select Hotel Guangzhou Baiyun Airport,免费停车,23.425872,113.316984,332,1
143,广州瑰丽酒店,Rosewood Guangzhou,泳池,23.117761,113.326031,1556,2
144,葡新酒店(广州知识城旺村地铁站店),Portuguese Hotel (Guangzhou Knowledge City Wangcun Subway Station),免费停车,23.325618,113.549776,324,1
145,广州长隆熊猫酒店,Chimelong Panda Hotel,管家服务,23.005313,113.332062,1463,1
146,广州柏悦酒店,Park Hyatt Guangzhou,免费停车,23.118599,113.321593,1446,1
147,广州保利假日酒店,Holiday Inn Guangzhou Science City,桑拿,23.165407,113.457682,511,2
148,广州番禺大石智选假日酒店,Holiday Inn Express GUANGZHOU PANYU DASHI,家庭房,23.016036,113.322057,429,1
149,广州白云太和民营科技园亚朵酒店,"Atour Hotel,No.2 Ke Yuan Rd,Guangzhou Minke Park, No.1633 Beitai Rd,Baiyun District,Guangzhou",窗外好景,23.296358,113.335695,447,2
150,宜致酒店(广州番禺南村店),Yizhi Hotel (Guangzhou Panyu South Village),家庭房,23.001507,113.38228,357,1
151,黄埔瑞季美仑国际酒店(广州萝岗科学城店),Relins GrandMadison,免费停车,23.166983,113.489123,414,1
152,广州黄埔希尔顿惠庭酒店,Home2 Suites by Hilton Guangzhou Huangpu Science City,窗外好景,23.16385,113.499091,458,1
153,广州正佳广场万豪酒店,Guangzhou Marriott Hotel Tianhe,桑拿,23.132842,113.326281,1108,2
154,粤城公馆(广州珠江新城五羊邨地铁站店),Guangdong Mansion (Guangzhou Zhujiang New Town Wuyangcun Metro Station Store),免费停车,23.124489,113.314403,323,1
155,广州悦嵘山房庄园,"YueRong Mountain House Manor, Guangzhou",泳池,23.490327,113.187166,421,2
156,广州白云机场铂尔曼大酒店(T1航站楼店),Pullman Guangzhou Baiyun Airport (Terminal 1),SPA,23.389093,113.303757,898,1
157,广州海航威斯汀酒店,the Westin Guangzhou,泳池,23.143572,113.326228,875,1
158,广州白天鹅宾馆,White Swan Hotel,设计师酒店,23.105826,113.242564,931,2
159,广州中国大酒店,China Hotel,桑拿,23.140135,113.259897,706,2
160,广州科学城科湃酒店(伴河路店),KEYPAI HOTEL(Banhe Road),免费停车,23.159505,113.506599,387,2
161,广州钧明欢乐世界宜尚PLUS酒店,"Jun Ming Happy World Yishang PLUS Hotel, Guangzhou",免费停车,23.191374,113.593224,337,1
162,广州南沙辉盛名致服务公寓,Modena by Fraser Nansha Guangzhou,窗外好景,22.789047,113.518888,468,2
163,广州文轩苑温泉度假酒店,Wenxuan Garden Hot Spring Resort Hotel,免费停车,23.697551,113.713732,410,2
164,广州空港万豪万枫酒店(白云机场店),Fairfield by Marriott Guangzhou Konggang,自营亲子房,23.369061,113.293709,472,1
165,广州锦绣香江温泉城,Guangzhou Jinxiu Xiangjiang Hot Spring City,桑拿,23.56489,113.777327,719,2
166,广州花都木莲庄酒店,The Mulian Urban Resort Hotels Huadu,泳池,23.45251,113.445862,554,1
167,广州奥园喜来登酒店,Sheraton Guangzhou Panyu,SPA,23.008469,113.346881,1050,2
168,广州图南生活美学酒店,Guangzhou Tunan Live Art Hotel,免费停车,22.967919,113.368555,418,1
169,广州富力空港假日酒店,Holiday Inn Guangzhou Airport Zone,桑拿,23.4567,113.359439,421,1
170,美豪(广州番禺万博中心店),MeiHao Hotle,家庭房,23.012195,113.336473,318,1
171,广州香格里拉大酒店,Shangri-La Guangzhou,桑拿,23.102535,113.370184,1310,1
172,广州东方宾馆,Dong Fang Hotel,泳池,23.139322,113.258604,608,1
173,广州从都国际庄园,Imperial Springs,SPA,23.685444,113.678487,2088,1
174,广州1978艺术村落民宿,Guangzhou 1978 Art Village Homestay,免费停车,23.300741,113.844091,628,1
175,广州华厦国际商务酒店(火车东站天河体育中心店),Landmark International Hotel(East Railway Station Tianhe Sport Center Branch),免费停车,23.143405,113.329148,398,2
176,广州九龙湖公主酒店,Dragon Lake Princess Hotel,管家服务,23.460909,113.415338,618,2
177,广州高新国羽木莲庄酒店,GHIC The Mulian Hotel Of Guangzhou Guoyu,免费停车,23.166357,113.445058,418,1
178,广州一江戴斯酒店,Days Inn Guangzhou Yijiang,免费停车,22.95727,113.373744,408,1
179,广州卓思道酒店(番禺雅居乐店),Just Stay Hotel,免费停车,23.011086,113.361351,405,2
180,广州祈福酒店,Clifford Hotel Resort Centre Panyu,免费停车,22.971098,113.335578,467,2
181,美华航空主题酒店,Meihua Aviation Theme Hotel,家庭房,23.418438,113.24747,474,1
182,广州白云湖畔酒店(南湖旅游中心店),Baiyun Lakeside Hotel (Nanhu Tourism Center),泳池,23.217254,113.326211,388,2
183,广州白云国际机场美豪丽致酒店(T1航站楼店),Guangzhou Baiyun International Airport MeHood Liz Hotel (T1 Terminal),免费停车,23.427516,113.312697,338,1
184,拾静山房酒店,SHI  JING HOTEL,亲子主题房,22.907942,113.345509,334,2
185,广州星河湾半岛酒店,Chateau Star River Peninsula,泳池,23.032462,113.351207,669,1
186,宜致酒店(广州太古汇广场石牌桥地铁站店),Yizhi Hotel (Guangzhou Taikoo Hui Plaza Shipaiqiao Subway Station Branch),家庭房,23.132954,113.332153,359,1
187,广州保利洲际酒店,Intercontinental Guangzhou Exhibition Center,泳池,23.103924,113.384172,1267,2
188,花筑·安舍(广州番禺市广路地铁站店),Floral Hotel·anshe,停车场,22.964664,113.343642,427,1
189,广州富力君悦大酒店,Grand Hyatt Guangzhou,桑拿,23.122178,113.323457,1073,2
190,广州朗豪酒店,Langham Place Guangzhou,桑拿,23.096729,113.360079,1225,2
191,洲至奢选广州香岚官洲酒店,"THE XANADU GUANGZHOU,VIGNETTE COLLECTION AN IHG HOTEL",行政酒廊,23.073722,113.386779,840,1
192,佛山金沙洲温德姆花园酒店,Wyndham Garden Hotel Foshan Sands Island,网红泳池,23.174209,113.206207,431,2
193,广州威珀斯酒店,Vaperse Hotel,免费停车,23.124675,113.318162,780,1
194,广州花都皇冠假日酒店,Crowne Plaza Guangzhou Huadu,网红泳池,23.373849,113.261701,617,2
195,宜致酒店(广州十三行西门口地铁站店),Y.ZHI Hotel,机器人服务,23.123612,113.252823,356,1
196,广州珠江新城华轩美仑美奂酒店,MaxX by Steigenberger Guangzhou Zhujiang New Town,免费停车,23.122293,113.32258,739,1
197,华泰宾馆(广州区庄地铁站店),Huatai Hotel,桑拿,23.133248,113.290123,363,2
198,广州东圃合景福朋喜来登酒店,"Four Points by Sheraton Guangzhou, Dongpu",泳池,23.111868,113.417827,641,1
199,广州中心皇冠假日酒店,Crowne Plaza Guangzhou City Centre,桑拿,23.138269,113.282562,785,2
200,广州十甫voco酒店,voco Guangzhou Shifu,泳池,23.113032,113.245309,643,2
201,广州盛雅服务公寓,Springdale Serviced Residence,儿童乐园,23.135166,113.321166,516,2
202,广州南沙金茂万豪酒店,Guangzhou Marriott Hotel Nansha,泳池,22.777748,113.522069,805,1
203,广州卓思道温泉度假酒店,Just Stay Resort,日光浴场,23.688381,113.70728,688,2
204,广州瑰丽府邸,Rosewood Residences Guangzhou,泳池,23.117725,113.326132,1400,2
205,嘉腾大酒店,Grand Hotel Jiateng,停车场,23.275926,113.680516,389,1
206,广州白云国际会议中心越秀福朋喜来登酒店,"Four Points by Sheraton Guangzhou, Baiyun",泳池,23.188597,113.272893,629,2
207,广州鸣泉居酒店,Oriental Resort Guangzhou,免费停车,23.186231,113.285792,805,2
208,梵铂(广州白云机场体验店),Vanbo hotels (Guangzhou baiyun airport experience),免费停车,23.365788,113.293678,202,1
209,广州增城凯悦酒店,Hyatt Regency Guangzhou Zengcheng,桑拿,23.14911,113.610375,492,1
210,广州鸿德国际酒店,Honder International Hotel,泳池,23.149377,113.334457,574,2
211,广州白云国际会议中心越秀万豪酒店,Guangzhou Marriott Hotel Baiyun,泳池,23.188604,113.274777,799,1
212,漫豪思酒店(广州北京路天字码头店),MARHAUS Hotel (Beijing Road Tian-Zi Pier Store),充电桩,23.11567,113.276663,345,1
213,广州海心沙英迪格酒店,Hotel Indigo Guangzhou Haixinsha,泳池,23.111235,113.329552,1086,2
214,麗枫酒店(广州番禺汉溪长隆大石地铁站店),Lavande Hotel (Guangzhou Panyu Hanxi Changlong Dashi Subway Station Store),免费停车,23.015772,113.327284,344,2
215,广州北京路步行街美居酒店,Mercure Guangzhou Beijing Road Pedestrian Street Hotel,机器人服务,23.120692,113.26933,626,1
216,美豪雅致酒店(广州琶洲会展中心店),Meihao Elegant Hotel (Guangzhou Pazhou Convention and Exhibition Center),影音房,23.128646,113.373732,659,2
217,广州锦绣香江度假别墅,Guangzhou Jinxiu Xiangjiang Holiday Villa,桑拿,23.563194,113.775524,619,1
218,广州新世界酒店,New World Guangzhou Hotel,自营亲子房,23.2349,113.297836,708,2
219,宽融套房酒店(广州番禺长隆万达店),"Kuanrong Suite Hotel (Chimelong Wanda Store in Panyu, Guangzhou)",免费停车,23.004142,113.350457,483,1
220,广州番禺大道希尔顿欢朋酒店,Hampton by Hilton Guangzhou Panyu Avenue,免费停车,22.976322,113.367848,668,2
221,广州南站城际酒店,Intercity Guangzhou South Railway Station,家庭房,22.987855,113.278783,599,1
222,广州珠江新城五羊邨地铁站亚朵酒店,Guangzhou Atour Hotel(Zhujiang New Town Wuyangcun Subway Station),免费停车,23.119356,113.312537,632,1
223,万泓国际酒店(广州番禺万达店),Wanhong International Hotel (Guangzhou Panyu Wanda Branch),免费停车,23.012718,113.350918,309,1
224,广州辉盛阁国际公寓(万菱汇店),Fraser Suites Guangzhou,桑拿,23.132657,113.331482,951,2
