attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
11,Tokyo,Sunshine 60 Skyview Observation Deck,"642-1-1 Shibuya, Shibuya City, Tokyo",139.632607,35.689544,09:00-21:00,32.86,"Sunshine 60 Skyview Observation Deck is a historic site in Tokyo, Japan, popular for its memorable experiences. Entry fee is 32.86 USD. Recommended visit: 2 hours. Discover Sunshine 60 Skyview Observation Deck, a notable historic site in Tokyo, Japan, ideal for visitors. Open 09:00-21:00, entry 32.86 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Elderly Travelers', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'foodie', 'Photography']",Japan
12,Tokyo,Madame Tussauds Tokyo Exhibit,"356 Shibuya Crossing, Shibuya Ward, Tokyo",139.903197,35.653309,10:00-22:00,22.88,"Madame Tussauds Tokyo Exhibit is a museum in Tokyo, Japan, popular for its unique collections and exhibitions. Entry fee is 22.88 USD. Recommended visit: 2 hours. Discover Madame Tussauds Tokyo Exhibit, a renowned museum in Tokyo, Japan, ideal for art lovers. Open 10:00-22:00, entry 22.88 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Disabled Travelers', 'couples trip', 'Luxury Travelers', 'Photography']",Japan
13,Tokyo,LEGOLAND Explore Hub Tokyo,"849-12-8 Shibuya, Shibuya City",139.698309,35.623651,10:00-19:00,15.68,"LEGOLAND Explore Hub Tokyo is a theme park in Tokyo, Japan, popular for its memorable experiences. Entry fee is 15.68 USD. Recommended visit: 7 hours. Discover LEGOLAND Explore Hub Tokyo, a notable theme park in Tokyo, Japan, ideal for visitors. Open 10:00-19:00, entry 15.68 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'Disabled Travelers', 'couples trip', 'Luxury Travelers']",Japan
14,Tokyo,Tokyo: Open Air Sightseeing Bus with Audio Guide,"883 Shinjuku Sky Park, Shinjuku, Tokyo",139.892428,35.778063,09:00-17:30,11.34,"Tokyo: Open Air Sightseeing Bus with Audio Guide is a nature in Tokyo, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.34 USD. Recommended visit: 3 hours. Discover Tokyo: Open Air Sightseeing Bus with Audio Guide, a peaceful nature in Tokyo, Japan, ideal for nature lovers. Open 09:00-17:30, entry 11.34 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Nightlife Enthusiast', 'Disabled Travelers', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",Japan
15,Tokyo,WARP SHINJUKU Experience Hub,"143 Shinjuku Gyoen, Shinjuku City, Tokyo",139.907782,35.618456,10:00-22:00,20.02,"WARP SHINJUKU Experience Hub is a theme park in Tokyo, Japan, popular for its memorable experiences. Entry fee is 20.02 USD. Recommended visit: 7 hours. Discover WARP SHINJUKU Experience Hub, a notable theme park in Tokyo, Japan, ideal for visitors. Open 10:00-22:00, entry 20.02 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,7 hours,3.75,"['Pet Owners', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'foodie', 'Photography']",Japan
16,Tokyo,Tokyo Fuji Cultural Gallery,"699-8 Shibuya 2-chome, Shibuya City, Tokyo",139.835382,35.683835,10:00-17:30,7.17,"Tokyo Fuji Cultural Gallery is a museum in Tokyo, Japan, popular for its unique collections and exhibitions. Entry fee is 7.17 USD. Recommended visit: 2 hours. Discover Tokyo Fuji Cultural Gallery, a renowned museum in Tokyo, Japan, ideal for art lovers. Open 10:00-17:30, entry 7.17 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'foodie']",Japan
17,Tokyo,Hybrid Fun Park Tobu Zoo,"881-10 Minamiyamate, Setagaya-ku, Tokyo",139.596675,35.839095,09:00-17:30,21.09,"Hybrid Fun Park Tobu Zoo is a theme park in Tokyo, Japan, popular for its memorable experiences. Entry fee is 21.09 USD. Recommended visit: 7 hours. Discover Hybrid Fun Park Tobu Zoo, a notable theme park in Tokyo, Japan, ideal for visitors. Open 09:00-17:30, entry 21.09 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,7 hours,3.75,"['Road trip', 'Nightlife Enthusiast', 'Luxury Travelers', 'foodie', 'Photography']",Japan
18,Tokyo,LEGOLAND Adventure Hub Tokyo,"558-12-8 Shibuya, Shibuya City",139.609981,35.824403,10:00-20:00,0.37,"LEGOLAND Adventure Hub Tokyo is a theme park in Tokyo, Japan, popular for its memorable experiences. Entry fee is 0.37 USD. Recommended visit: 6 hours. Discover LEGOLAND Adventure Hub Tokyo, a notable theme park in Tokyo, Japan, ideal for visitors. Open 10:00-20:00, entry 0.37 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,6 hours,3.75,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers']",Japan
19,Tokyo,Miniature Worlds Experience,"921 Shinjuku Garden Street, Shinjuku",139.750795,35.742663,10:00-20:00,5.85,"Miniature Worlds Experience is a museum in Tokyo, Japan, popular for its unique collections and exhibitions. Entry fee is 5.85 USD. Recommended visit: 2 hours. Discover Miniature Worlds Experience, a renowned museum in Tokyo, Japan, ideal for art lovers. Open 10:00-20:00, entry 5.85 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Road trip', 'Elderly Travelers', 'Disabled Travelers', 'couples trip', 'Solo Woman Travelers']",Japan
20,Tokyo,Tokyo Ocean Vista Aquarium,"673 Shibuya Street, Shibuya Ward, Tokyo",139.580635,35.774314,09:00-17:30,5.06,"Tokyo Ocean Vista Aquarium is a nature in Tokyo, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.06 USD. Recommended visit: 3 hours. Discover Tokyo Ocean Vista Aquarium, a peaceful nature in Tokyo, Japan, ideal for nature lovers. Open 09:00-17:30, entry 5.06 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'foodie', 'Photography']",Japan
21,Tokyo,Tokyo Dreamland Adventure Park,"206 Sakura Street, Shibuya Ward, Tokyo",139.786339,35.826306,09:00-18:00,13.46,"Tokyo Dreamland Adventure Park is a theme park in Tokyo, Japan, popular for its memorable experiences. Entry fee is 13.46 USD. Recommended visit: 7 hours. Discover Tokyo Dreamland Adventure Park, a notable theme park in Tokyo, Japan, ideal for visitors. Open 09:00-18:00, entry 13.46 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Road trip', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers']",Japan
22,Tokyo,Tokyo Bay Riverboat Dinner Cruise with Cultural Performances,"961-8654 Minami-Sugamo, Tokyo",139.567943,35.651922,09:30-18:00,4.5,"Tokyo Bay Riverboat Dinner Cruise with Cultural Performances is a nature in Tokyo, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.5 USD. Recommended visit: 3 hours. Discover Tokyo Bay Riverboat Dinner Cruise with Cultural Performances, a peaceful nature in Tokyo, Japan, ideal for nature lovers. Open 09:30-18:00, entry 4.5 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Photography']",Japan
23,Tokyo,Roppongi Summit Observation Deck,"531-11-15 Minami-Azabu, Minato City, Tokyo",139.899269,35.587513,09:00-21:00,7.35,"Roppongi Summit Observation Deck is a nature in Tokyo, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.35 USD. Recommended visit: 3 hours. Discover Roppongi Summit Observation Deck, a peaceful nature in Tokyo, Japan, ideal for nature lovers. Open 09:00-21:00, entry 7.35 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Disabled Travelers', 'couples trip', 'Solo Woman Travelers', 'foodie']",Japan
24,Tokyo,Skyview & Lightscape Experience,"129-12-8 Shibuya, Shibuya City, Tokyo",139.810718,35.67912,10:00-22:00,5.61,"Skyview & Lightscape Experience is a museum in Tokyo, Japan, popular for its unique collections and exhibitions. Entry fee is 5.61 USD. Recommended visit: 2 hours. Discover Skyview & Lightscape Experience, a renowned museum in Tokyo, Japan, ideal for art lovers. Open 10:00-22:00, entry 5.61 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'high speed WiFi']",Museum/Art Gallery,2 hours,4.0,"['Pet Owners', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",Japan
25,Tokyo,Sumida SeaLife Center,"539 Nihonbashi 2-chome, Chuo Ward, Tokyo",139.568539,35.62395,09:30-17:00,29.53,"Sumida SeaLife Center is a nature in Tokyo, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 29.53 USD. Recommended visit: 3 hours. Discover Sumida SeaLife Center, a peaceful nature in Tokyo, Japan, ideal for nature lovers. Open 09:30-17:00, entry 29.53 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Photography']",Japan
26,Tokyo,Tokyo WB Studio Harry Potter Experience,"269 Shibuya Crossing, Shibuya Ward, Tokyo",139.62126,35.675621,10:00-20:00,22.79,"Tokyo WB Studio Harry Potter Experience is a theme park in Tokyo, Japan, popular for its memorable experiences. Entry fee is 22.79 USD. Recommended visit: 7 hours. Discover Tokyo WB Studio Harry Potter Experience, a notable theme park in Tokyo, Japan, ideal for visitors. Open 10:00-20:00, entry 22.79 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Elderly Travelers', 'Disabled Travelers', 'Solo Woman Travelers', 'Luxury Travelers']",Japan
27,Tokyo,Konica Minolta Cosmic Observatory Tokyo,"654 Shibuya Digital Street, Shibuya City",139.671311,35.819009,10:00-21:00,19.51,"Konica Minolta Cosmic Observatory Tokyo is a museum in Tokyo, Japan, popular for its unique collections and exhibitions. Entry fee is 19.51 USD. Recommended visit: 2 hours. Discover Konica Minolta Cosmic Observatory Tokyo, a renowned museum in Tokyo, Japan, ideal for art lovers. Open 10:00-21:00, entry 19.51 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers', 'Photography']",Japan
28,Tokyo,Tokyo Skyview Observation Deck,"820-12-8 Shibuya, Shibuya City, Tokyo",139.838293,35.68779,09:00-18:00,10.45,"Tokyo Skyview Observation Deck is a nature in Tokyo, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 10.45 USD. Recommended visit: 3 hours. Discover Tokyo Skyview Observation Deck, a peaceful nature in Tokyo, Japan, ideal for nature lovers. Open 09:00-18:00, entry 10.45 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'foodie']",Japan
29,Tokyo,Fuji-Q Adventure Park,"601-8901 Shibuya, Tokyo",139.614062,35.816731,09:00-21:00,16.33,"Fuji-Q Adventure Park is a theme park in Tokyo, Japan, popular for its memorable experiences. Entry fee is 16.33 USD. Recommended visit: 7 hours. Discover Fuji-Q Adventure Park, a notable theme park in Tokyo, Japan, ideal for visitors. Open 09:00-21:00, entry 16.33 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Elderly Travelers', 'Disabled Travelers', 'foodie', 'Photography']",Japan
30,Tokyo,Tokyo Skyview Experience,"690 Shibuya Street, Shibuya Ward",139.831538,35.574739,09:00-21:00,13.36,"Tokyo Skyview Experience is a historic site in Tokyo, Japan, popular for its memorable experiences. Entry fee is 13.36 USD. Recommended visit: 2 hours. Discover Tokyo Skyview Experience, a notable historic site in Tokyo, Japan, ideal for visitors. Open 09:00-21:00, entry 13.36 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'Disabled Travelers', 'foodie', 'Photography']",Japan
