attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
11,Guangzhou,Nanyue King Museum (Tomb Exhibition Area),"No. 123, Guangzhou City Cultural Park, Yuexiu District",113.520311,23.608248,09:00-17:30,9.24,"Nanyue King Museum (Tomb Exhibition Area) is a museum in Guangzhou, China, popular for its unique collections and exhibitions. Entry fee is 9.24 USD. Recommended visit: 2 hours. Discover Nanyue King Museum (Tomb Exhibition Area), a renowned museum in Guangzhou, China, ideal for art lovers. Open 09:00-17:30, entry 9.24 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Road trip', 'Pet Owners', 'Disabled Travelers', 'Luxury Travelers', 'Photography']",China
12,Guangzhou,Shaian Cultural Island,"No. 128, Shaian Road, Haizhu District",113.193029,23.343989,08:30-18:00,38.92,"Shaian Cultural Island is a historic site in Guangzhou, China, popular for its memorable experiences. Entry fee is 38.92 USD. Recommended visit: 2 hours. Discover Shaian Cultural Island, a notable historic site in Guangzhou, China, ideal for visitors. Open 08:30-18:00, entry 38.92 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Road trip', 'Elderly Travelers', 'Disabled Travelers', 'Solo Woman Travelers', 'foodie']",China
13,Guangzhou,Zhengjia Polar Ocean Adventure,"No. 128, Haizhu Avenue, Haizhu District",113.442566,22.953633,09:30-18:00,19.6,"Zhengjia Polar Ocean Adventure is a theme park in Guangzhou, China, popular for its memorable experiences. Entry fee is 19.6 USD. Recommended visit: 7 hours. Discover Zhengjia Polar Ocean Adventure, a notable theme park in Guangzhou, China, ideal for visitors. Open 09:30-18:00, entry 19.6 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Elderly Travelers', 'Nightlife Enthusiast', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",China
14,Guangzhou,Changlong Skyland Adventure Park,"No. 456, Zhongshan Road, Haizhu District",113.745856,23.072671,08:30-17:30,35.0,"Changlong Skyland Adventure Park is a theme park in Guangzhou, China, popular for its memorable experiences. Entry fee is 35.0 USD. Recommended visit: 7 hours. Discover Changlong Skyland Adventure Park, a notable theme park in Guangzhou, China, ideal for visitors. Open 08:30-17:30, entry 35.0 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Pet Owners', 'Nightlife Enthusiast', 'Solo Woman Travelers', 'foodie', 'Photography']",China
15,Guangzhou,Yuexiu Park,"No. 128, Xingyun Road, Yuexiu District",113.481352,22.78357,08:00-18:00,15.4,"Yuexiu Park is a nature in Guangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 15.4 USD. Recommended visit: 3 hours. Discover Yuexiu Park, a peaceful nature in Guangzhou, China, ideal for nature lovers. Open 08:00-18:00, entry 15.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'Fast-Paced Budget Travel', 'Photography']",China
16,Guangzhou,Zhengjia Plaza Commercial Tourism Area,"No. 123, Xingang Road, Haizhu District, Guangzhou",113.63014,23.254527,09:00-21:00,1.4,"Zhengjia Plaza Commercial Tourism Area is a historic site in Guangzhou, China, popular for its memorable experiences. Entry fee is 1.4 USD. Recommended visit: 2 hours. Discover Zhengjia Plaza Commercial Tourism Area, a notable historic site in Guangzhou, China, ideal for visitors. Open 09:00-21:00, entry 1.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'foodie']",China
17,Guangzhou,Guangzhou Sky Wheel,"No. 188, Tianhe Road, Tianhe District, Guangzhou",113.47549,23.333651,10:00-22:00,36.4,"Guangzhou Sky Wheel is a theme park in Guangzhou, China, popular for its memorable experiences. Entry fee is 36.4 USD. Recommended visit: 8 hours. Discover Guangzhou Sky Wheel, a notable theme park in Guangzhou, China, ideal for visitors. Open 10:00-22:00, entry 36.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,8 hours,3.75,"['Elderly Travelers', 'Pet Owners', 'Luxury Travelers', 'foodie', 'Photography']",China
18,Guangzhou,Guangzhou Wildlife Haven,"No. 456 Xinglin Road, Yuexiu District",113.470374,23.522988,08:30-17:00,34.72,"Guangzhou Wildlife Haven is a nature in Guangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 34.72 USD. Recommended visit: 3 hours. Discover Guangzhou Wildlife Haven, a peaceful nature in Guangzhou, China, ideal for nature lovers. Open 08:30-17:00, entry 34.72 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Disabled Travelers', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers', 'Photography']",China
19,Guangzhou,Great Buddha Temple,"No. 456, Guangzhou Cultural Park, Yuexiu District",113.275322,23.241877,08:00-17:30,13.72,"Great Buddha Temple is a historic site in Guangzhou, China, popular for its memorable experiences. Entry fee is 13.72 USD. Recommended visit: 2 hours. Discover Great Buddha Temple, a notable historic site in Guangzhou, China, ideal for visitors. Open 08:00-17:30, entry 13.72 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Luxury Travelers', 'Photography']",China
20,Guangzhou,HuiZhu Light Rail Line 1,"No. 123 Guangdong Road, Haizhu District",113.343524,23.523532,08:00-22:00,4.2,"HuiZhu Light Rail Line 1 is a historic site in Guangzhou, China, popular for its memorable experiences. Entry fee is 4.2 USD. Recommended visit: 2 hours. Discover HuiZhu Light Rail Line 1, a notable historic site in Guangzhou, China, ideal for visitors. Open 08:00-22:00, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Nightlife Enthusiast', 'Luxury Travelers', 'foodie', 'Photography']",China
21,Guangzhou,Guangzhou Open Air Park,"No. 456 Riverside Road, Haizhu District",113.342443,23.366599,08:00-20:00,6.02,"Guangzhou Open Air Park is a nature in Guangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.02 USD. Recommended visit: 3 hours. Discover Guangzhou Open Air Park, a peaceful nature in Guangzhou, China, ideal for nature lovers. Open 08:00-20:00, entry 6.02 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Pet Owners', 'Disabled Travelers', 'couples trip', 'Luxury Travelers']",China
22,Guangzhou,White Cloud Summit,"No. 588, Wuyun Road, Haizhu District",113.554566,23.264012,08:00-17:30,27.58,"White Cloud Summit is a nature in Guangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 27.58 USD. Recommended visit: 3 hours. Discover White Cloud Summit, a peaceful nature in Guangzhou, China, ideal for nature lovers. Open 08:00-17:30, entry 27.58 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'night markets', 'bars', 'evening shows', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Elderly Travelers', 'Nightlife Enthusiast', 'couples trip', 'Photography']",China
23,Guangzhou,Beijing Road Promenade,"No. 188 Beijing Road, Yuexiu District",113.340531,23.586713,08:30-22:00,7.56,"Beijing Road Promenade is a historic site in Guangzhou, China, popular for its memorable experiences. Entry fee is 7.56 USD. Recommended visit: 2 hours. Discover Beijing Road Promenade, a notable historic site in Guangzhou, China, ideal for visitors. Open 08:30-22:00, entry 7.56 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Elderly Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers']",China
24,Guangzhou,Guangzhou Zhongshan Memorial Hall,"No. 123 Xingye Road, Yuexiu District",113.745702,23.107805,08:30-18:00,3.5,"Guangzhou Zhongshan Memorial Hall is a historic site in Guangzhou, China, popular for its memorable experiences. Entry fee is 3.5 USD. Recommended visit: 2 hours. Discover Guangzhou Zhongshan Memorial Hall, a notable historic site in Guangzhou, China, ideal for visitors. Open 08:30-18:00, entry 3.5 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Road trip', 'Elderly Travelers', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers']",China
25,Guangzhou,South China National Botanical Garden,"No. 123, Xingang Road, Haizhu District",113.653608,22.812429,08:30-17:30,3.36,"South China National Botanical Garden is a nature in Guangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 3.36 USD. Recommended visit: 3 hours. Discover South China National Botanical Garden, a peaceful nature in Guangzhou, China, ideal for nature lovers. Open 08:30-17:30, entry 3.36 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Disabled Travelers', 'couples trip', 'foodie', 'Photography']",China
26,Guangzhou,Yongqing Lane,"No. 128, Shangxiajiu Pedestrian Street, Yuexiu District",113.404856,23.48085,09:00-21:00,3.78,"Yongqing Lane is a museum in Guangzhou, China, popular for its unique collections and exhibitions. Entry fee is 3.78 USD. Recommended visit: 2 hours. Discover Yongqing Lane, a renowned museum in Guangzhou, China, ideal for art lovers. Open 09:00-21:00, entry 3.78 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'parking', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Road trip', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie', 'Photography']",China
27,Guangzhou,Xiguan Yongqing Lane Cultural District,"No. 123 Xiguan Lane, Liwan District, Guangzhou",113.488929,23.612067,09:00-18:00,9.1,"Xiguan Yongqing Lane Cultural District is a historic site in Guangzhou, China, popular for its memorable experiences. Entry fee is 9.1 USD. Recommended visit: 2 hours. Discover Xiguan Yongqing Lane Cultural District, a notable historic site in Guangzhou, China, ideal for visitors. Open 09:00-18:00, entry 9.1 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Elderly Travelers', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'foodie']",China
28,Guangzhou,Guangzhou Urban Stroll,"No. 456 Riverside Lane, Yuexiu District",113.428121,22.798099,08:30-19:00,4.2,"Guangzhou Urban Stroll is a historic site in Guangzhou, China, popular for its memorable experiences. Entry fee is 4.2 USD. Recommended visit: 2 hours. Discover Guangzhou Urban Stroll, a notable historic site in Guangzhou, China, ideal for visitors. Open 08:30-19:00, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'couples trip', 'foodie']",China
29,Guangzhou,Shangxiajiu Cultural Walk,"No. 123 Guangdong Road, Tianhe District",113.308767,23.202486,08:30-22:00,11.9,"Shangxiajiu Cultural Walk is a historic site in Guangzhou, China, popular for its memorable experiences. Entry fee is 11.9 USD. Recommended visit: 2 hours. Discover Shangxiajiu Cultural Walk, a notable historic site in Guangzhou, China, ideal for visitors. Open 08:30-22:00, entry 11.9 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Elderly Travelers', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers']",China
30,Guangzhou,Pearl River Night Cruise Terminal,"No. 456 Riverside Avenue, Haizhu District",113.611905,23.071843,08:30-22:00,7.0,"Pearl River Night Cruise Terminal is a nature in Guangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.0 USD. Recommended visit: 3 hours. Discover Pearl River Night Cruise Terminal, a peaceful nature in Guangzhou, China, ideal for nature lovers. Open 08:30-22:00, entry 7.0 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Pet Owners', 'Disabled Travelers', 'couples trip', 'foodie']",China
