attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
11,Seoul,Explore Seoul Access,"976 Gwanghwamun Street, Jongno-gu",126.965457,37.539568,09:00-18:00,16.49,"Explore Seoul Access is a theme park in Seoul, South Korea, popular for its memorable experiences. Entry fee is 16.49 USD. Recommended visit: 7 hours. Discover Explore Seoul Access, a notable theme park in Seoul, South Korea, ideal for visitors. Open 09:00-18:00, entry 16.49 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Road trip', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Photography']",South Korea
12,Seoul,Seoul Cultural Hub for Wellness and Exploration,"126-35 Gwanghwamun-daero, Jongno-gu, Seoul",127.16232,37.651359,10:00-22:00,9.45,"Seoul Cultural Hub for Wellness and Exploration is a museum in Seoul, South Korea, popular for its unique collections and exhibitions. Entry fee is 9.45 USD. Recommended visit: 2 hours. Discover Seoul Cultural Hub for Wellness and Exploration, a renowned museum in Seoul, South Korea, ideal for art lovers. Open 10:00-22:00, entry 9.45 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Nightlife Enthusiast', 'Solo Woman Travelers', 'foodie', 'Photography']",South Korea
13,Seoul,Korea Jeju Enchanted Garden,"261 Gwanghwamun Street, Jongno-gu, Seoul",127.172591,37.541907,09:00-19:00,8.44,"Korea Jeju Enchanted Garden is a nature in Seoul, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.44 USD. Recommended visit: 3 hours. Discover Korea Jeju Enchanted Garden, a peaceful nature in Seoul, South Korea, ideal for nature lovers. Open 09:00-19:00, entry 8.44 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'Photography']",South Korea
14,Seoul,SHOW MUSICAL <TOUCH FIVE> in Hongdae | The Sexiest Men's Show (Women Only),"231-24, Ssangmundong-ro, Mapo-gu, Seoul",127.003224,37.64516,19:00-22:00,6.74,"SHOW MUSICAL <TOUCH FIVE> in Hongdae | The Sexiest Men's Show (Women Only) is a museum in Seoul, South Korea, popular for its unique collections and exhibitions. Entry fee is 6.74 USD. Recommended visit: 2 hours. Discover SHOW MUSICAL <TOUCH FIVE> in Hongdae | The Sexiest Men's Show (Women Only), a renowned museum in Seoul, South Korea, ideal for art lovers. Open 19:00-22:00, entry 6.74 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'couples trip', 'Luxury Travelers']",South Korea
15,Seoul,Alpaca Valley Adventure and Gangchon Rail Bike Tour,"313 Gwangjang Street, Mapo-gu, Seoul",127.147327,37.612823,09:00-18:00,14.88,"Alpaca Valley Adventure and Gangchon Rail Bike Tour is a theme park in Seoul, South Korea, popular for its memorable experiences. Entry fee is 14.88 USD. Recommended visit: 7 hours. Discover Alpaca Valley Adventure and Gangchon Rail Bike Tour, a notable theme park in Seoul, South Korea, ideal for visitors. Open 09:00-18:00, entry 14.88 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Road trip', 'Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'foodie', 'Photography']",South Korea
16,Seoul,Zoolung Indoor Animal Adventure Park,"855 Gwangjang Street, Mapo-gu, Seoul",126.856459,37.595305,10:00-21:00,33.46,"Zoolung Indoor Animal Adventure Park is a theme park in Seoul, South Korea, popular for its memorable experiences. Entry fee is 33.46 USD. Recommended visit: 8 hours. Discover Zoolung Indoor Animal Adventure Park, a notable theme park in Seoul, South Korea, ideal for visitors. Open 10:00-21:00, entry 33.46 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking']",Theme Park/Amusement Park,8 hours,3.75,"['Family with children', 'Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'couples trip', 'Solo Woman Travelers']",South Korea
17,Seoul,E-Tech Park & 83 Tower,"628 Gwanghwamun-ro, Jongno-gu, Seoul",126.790053,37.57711,09:00-18:00,183.55,"E-Tech Park & 83 Tower is a theme park in Seoul, South Korea, popular for its memorable experiences. Entry fee is 183.55 USD. Recommended visit: 8 hours. Discover E-Tech Park & 83 Tower, a notable theme park in Seoul, South Korea, ideal for visitors. Open 09:00-18:00, entry 183.55 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,8 hours,3.75,"['Family with children', 'Elderly Travelers', 'Nightlife Enthusiast', 'couples trip', 'Luxury Travelers', 'foodie']",South Korea
18,Seoul,Gangneung Artisan Gallery,"479 Seoul Cultural Street, Mapo-gu",126.780984,37.570033,10:00-19:00,18.38,"Gangneung Artisan Gallery is a museum in Seoul, South Korea, popular for its unique collections and exhibitions. Entry fee is 18.38 USD. Recommended visit: 2 hours. Discover Gangneung Artisan Gallery, a renowned museum in Seoul, South Korea, ideal for art lovers. Open 10:00-19:00, entry 18.38 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'wheelchair rental', 'benches/rest areas']",Museum/Art Gallery,2 hours,4.0,"['Road trip', 'Elderly Travelers', 'Pet Owners', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers']",South Korea
19,Seoul,Skyline View Tower,"496 Gwanghwamun Street, Jongno-gu",127.095439,37.557991,09:00-19:00,18.27,"Skyline View Tower is a nature in Seoul, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 18.27 USD. Recommended visit: 3 hours. Discover Skyline View Tower, a peaceful nature in Seoul, South Korea, ideal for nature lovers. Open 09:00-19:00, entry 18.27 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'foodie']",South Korea
20,Seoul,Seoul Sky Adventure Park,"418-12, Gwanggyo-ro, Gwangjin-gu, Seoul",127.099217,37.439798,09:00-19:00,4.66,"Seoul Sky Adventure Park is a theme park in Seoul, South Korea, popular for its memorable experiences. Entry fee is 4.66 USD. Recommended visit: 6 hours. Discover Seoul Sky Adventure Park, a notable theme park in Seoul, South Korea, ideal for visitors. Open 09:00-19:00, entry 4.66 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Theme Park/Amusement Park,6 hours,3.75,"['Road trip', 'Nightlife Enthusiast', 'Disabled Travelers', 'couples trip', 'Luxury Travelers']",South Korea
21,Seoul,THE ARTISTS Live K-pop Dance Experience,"622 Gukje-ro, Gangnam-gu, Seoul",127.010117,37.490286,10:00-22:00,7.11,"THE ARTISTS Live K-pop Dance Experience is a museum in Seoul, South Korea, popular for its unique collections and exhibitions. Entry fee is 7.11 USD. Recommended visit: 2 hours. Discover THE ARTISTS Live K-pop Dance Experience, a renowned museum in Seoul, South Korea, ideal for art lovers. Open 10:00-22:00, entry 7.11 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Museum/Art Gallery,2 hours,4.0,"['Road trip', 'Elderly Travelers', 'Disabled Travelers', 'couples trip', 'Luxury Travelers', 'Photography']",South Korea
22,Seoul,Heartland Experience Park,"363 Gwanghwamun Street, Jongno-gu, Seoul",127.067433,37.585742,10:00-20:00,15.24,"Heartland Experience Park is a theme park in Seoul, South Korea, popular for its memorable experiences. Entry fee is 15.24 USD. Recommended visit: 7 hours. Discover Heartland Experience Park, a notable theme park in Seoul, South Korea, ideal for visitors. Open 10:00-20:00, entry 15.24 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,7 hours,3.75,"['Nightlife Enthusiast', 'Disabled Travelers', 'Luxury Travelers', 'foodie', 'Photography']",South Korea
23,Seoul,Artists Gallery at Gwanghwamun Square (near Seodaemun Station),"260 Gwanghwamun-ro, Jongno-gu, Seoul",126.773607,37.558158,10:00-21:00,5.98,"Artists Gallery at Gwanghwamun Square (near Seodaemun Station) is a museum in Seoul, South Korea, popular for its unique collections and exhibitions. Entry fee is 5.98 USD. Recommended visit: 2 hours. Discover Artists Gallery at Gwanghwamun Square (near Seodaemun Station), a renowned museum in Seoul, South Korea, ideal for art lovers. Open 10:00-21:00, entry 5.98 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Museum/Art Gallery,2 hours,4.0,"['Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",South Korea
24,Seoul,CLUBD OASIS Water Park,"499 Gwangnaru-ro, Gangnam-gu, Seoul",126.819223,37.579983,10:00-22:00,3.57,"CLUBD OASIS Water Park is a theme park in Seoul, South Korea, popular for its memorable experiences. Entry fee is 3.57 USD. Recommended visit: 6 hours. Discover CLUBD OASIS Water Park, a notable theme park in Seoul, South Korea, ideal for visitors. Open 10:00-22:00, entry 3.57 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Theme Park/Amusement Park,6 hours,3.75,"['Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Solo Woman Travelers', 'foodie']",South Korea
25,Seoul,Lotte World Adventure Hub,"326 Gwanghwamun Street, Jongno-gu, Seoul",127.100766,37.604757,10:00-22:00,9.79,"Lotte World Adventure Hub is a theme park in Seoul, South Korea, popular for its memorable experiences. Entry fee is 9.79 USD. Recommended visit: 6 hours. Discover Lotte World Adventure Hub, a notable theme park in Seoul, South Korea, ideal for visitors. Open 10:00-22:00, entry 9.79 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,6 hours,3.75,"['Elderly Travelers', 'Nightlife Enthusiast', 'Disabled Travelers', 'Solo Woman Travelers', 'Photography']",South Korea
26,Seoul,WaterSphere Seoul | Interactive Water Art & Park,"841 Gwanghwamun-ro, Jongno-gu, Seoul",126.965712,37.506993,10:00-22:00,17.8,"WaterSphere Seoul | Interactive Water Art & Park is a nature in Seoul, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 17.8 USD. Recommended visit: 3 hours. Discover WaterSphere Seoul | Interactive Water Art & Park, a peaceful nature in Seoul, South Korea, ideal for nature lovers. Open 10:00-22:00, entry 17.8 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Photography']",South Korea
27,Seoul,Interactive Labyrinth: Seoul Adventure,"146 Gwanghwamun Street, Jongno-gu, Seoul",127.085913,37.470947,10:00-21:00,32.46,"Interactive Labyrinth: Seoul Adventure is a theme park in Seoul, South Korea, popular for its memorable experiences. Entry fee is 32.46 USD. Recommended visit: 8 hours. Discover Interactive Labyrinth: Seoul Adventure, a notable theme park in Seoul, South Korea, ideal for visitors. Open 10:00-21:00, entry 32.46 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,8 hours,3.75,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Solo Woman Travelers', 'Photography']",South Korea
28,Seoul,Seoul Wildlife Park & Sky Express,"526 Gwangnaru-ro, Mapo-gu, Seoul",126.861112,37.451064,09:00-17:30,10.76,"Seoul Wildlife Park & Sky Express is a nature in Seoul, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 10.76 USD. Recommended visit: 3 hours. Discover Seoul Wildlife Park & Sky Express, a peaceful nature in Seoul, South Korea, ideal for nature lovers. Open 09:00-17:30, entry 10.76 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Pet Owners', 'couples trip', 'Luxury Travelers', 'foodie']",South Korea
29,Seoul,Miffy Gallery Seoul | 70th Birthday Celebration,"303 Gwanghwamun Street, Jongno-gu, Seoul",126.942315,37.598156,10:00-20:00,2.49,"Miffy Gallery Seoul | 70th Birthday Celebration is a museum in Seoul, South Korea, popular for its unique collections and exhibitions. Entry fee is 2.49 USD. Recommended visit: 2 hours. Discover Miffy Gallery Seoul | 70th Birthday Celebration, a renowned museum in Seoul, South Korea, ideal for art lovers. Open 10:00-20:00, entry 2.49 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Pet Owners', 'Disabled Travelers', 'couples trip', 'Luxury Travelers']",South Korea
