attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
11,Chengdu,Chengdu Cultural Hub,"No. 456, Zhongshan Road, Wuhou District",103.994572,30.622549,09:00-17:30,11.2,"Chengdu Cultural Hub is a museum in Chengdu, China, popular for its unique collections and exhibitions. Entry fee is 11.2 USD. Recommended visit: 2 hours. Discover Chengdu Cultural Hub, a renowned museum in Chengdu, China, ideal for art lovers. Open 09:00-17:30, entry 11.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Road trip', 'Elderly Travelers', 'couples trip', 'foodie']",China
12,Chengdu,Dujiangyan Panda Reserve,"No. 88, Panda Avenue, Chengdu High- tech Development Zone",104.097909,30.6059,08:30-17:30,4.2,"Dujiangyan Panda Reserve is a nature in Chengdu, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.2 USD. Recommended visit: 3 hours. Discover Dujiangyan Panda Reserve, a peaceful nature in Chengdu, China, ideal for nature lovers. Open 08:30-17:30, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'scenic spots', 'sunset cruises', 'special couples experiences']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'Luxury Travelers']",China
13,Chengdu,Chengdu Natural History Gallery,"No. 456 Xingcheng Road, Chengdu",103.967366,30.555625,09:00-17:30,8.4,"Chengdu Natural History Gallery is a museum in Chengdu, China, popular for its unique collections and exhibitions. Entry fee is 8.4 USD. Recommended visit: 2 hours. Discover Chengdu Natural History Gallery, a renowned museum in Chengdu, China, ideal for art lovers. Open 09:00-17:30, entry 8.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Disabled Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'foodie', 'Photography']",China
14,Chengdu,Chengdu Joy Valley,"No. 456, Green Harmony Road, Jinjiang District",104.084723,30.535599,09:00-21:00,11.2,"Chengdu Joy Valley is a theme park in Chengdu, China, popular for its memorable experiences. Entry fee is 11.2 USD. Recommended visit: 6 hours. Discover Chengdu Joy Valley, a notable theme park in Chengdu, China, ideal for visitors. Open 09:00-21:00, entry 11.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Theme Park/Amusement Park,6 hours,3.75,"['Road trip', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip']",China
15,Chengdu,Wenshu Temple Complex,"No. 125 Wenshu Road, Chengdu",103.909523,30.716786,08:00-18:00,11.9,"Wenshu Temple Complex is a historic site in Chengdu, China, popular for its memorable experiences. Entry fee is 11.9 USD. Recommended visit: 2 hours. Discover Wenshu Temple Complex, a notable historic site in Chengdu, China, ideal for visitors. Open 08:00-18:00, entry 11.9 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Historic Site/Landmark,2 hours,3.5,"['Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers']",China
16,Chengdu,Chengdu Wildlife Sanctuary,"No. 456 Green Valley Road, Chengdu High- Tech Zone",103.903272,30.640081,08:30-17:30,9.52,"Chengdu Wildlife Sanctuary is a nature in Chengdu, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 9.52 USD. Recommended visit: 3 hours. Discover Chengdu Wildlife Sanctuary, a peaceful nature in Chengdu, China, ideal for nature lovers. Open 08:30-17:30, entry 9.52 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Luxury Travelers', 'foodie']",China
17,Chengdu,Chengdu River Night Cruise,"No. 456 Riverside Road, Jinjiang District",104.221151,30.773595,08:00-22:00,27.58,"Chengdu River Night Cruise is a nature in Chengdu, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 27.58 USD. Recommended visit: 3 hours. Discover Chengdu River Night Cruise, a peaceful nature in Chengdu, China, ideal for nature lovers. Open 08:00-22:00, entry 27.58 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Pet Owners', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers']",China
18,Chengdu,Fengrong Cultural Face Change Show,"No. 456, Cultural Street, Wuhou District",104.068372,30.781885,10:00-22:00,6.83,"Fengrong Cultural Face Change Show is a historic site in Chengdu, China, popular for its memorable experiences. Entry fee is 6.83 USD. Recommended visit: 2 hours. Discover Fengrong Cultural Face Change Show, a notable historic site in Chengdu, China, ideal for visitors. Open 10:00-22:00, entry 6.83 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Road trip', 'Nightlife Enthusiast', 'Solo Woman Travelers', 'Photography']",China
19,Chengdu,Sichuan Provincial Drama Theater,"No. 456 Xinglong Road, Chengdu",104.213274,30.601921,09:00-17:30,15.26,"Sichuan Provincial Drama Theater is a historic site in Chengdu, China, popular for its memorable experiences. Entry fee is 15.26 USD. Recommended visit: 2 hours. Discover Sichuan Provincial Drama Theater, a notable historic site in Chengdu, China, ideal for visitors. Open 09:00-17:30, entry 15.26 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'parking', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Solo Woman Travelers', 'Luxury Travelers', 'Photography']",China
20,Chengdu,Sichuan Cultural Museum,"No. 128, Xibei Road, Chengdu High- tech Development Zone",104.117155,30.834293,09:00-17:30,24.92,"Sichuan Cultural Museum is a museum in Chengdu, China, popular for its unique collections and exhibitions. Entry fee is 24.92 USD. Recommended visit: 2 hours. Discover Sichuan Cultural Museum, a renowned museum in Chengdu, China, ideal for art lovers. Open 09:00-17:30, entry 24.92 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Museum/Art Gallery,2 hours,4.0,"['Elderly Travelers', 'Nightlife Enthusiast', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers']",China
21,Chengdu,Kuanzai Lane,"No. 123 Wenshu Road, Chengdu",104.032006,30.703408,09:00-18:00,22.4,"Kuanzai Lane is a historic site in Chengdu, China, popular for its memorable experiences. Entry fee is 22.4 USD. Recommended visit: 2 hours. Discover Kuanzai Lane, a notable historic site in Chengdu, China, ideal for visitors. Open 09:00-18:00, entry 22.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Elderly Travelers', 'Disabled Travelers', 'couples trip', 'foodie', 'Photography']",China
22,Chengdu,Xilin Snow Peaks Park,"No. 456, Xilin Mountain Road, Chengdu High- tech Development Zone",104.218504,30.711727,08:30-17:00,6.3,"Xilin Snow Peaks Park is a nature in Chengdu, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.3 USD. Recommended visit: 3 hours. Discover Xilin Snow Peaks Park, a peaceful nature in Chengdu, China, ideal for nature lovers. Open 08:30-17:00, entry 6.3 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Elderly Travelers', 'Luxury Travelers', 'Photography']",China
23,Chengdu,Chengdu Polar Ocean Adventure Park,"No. 567, Xingcheng Road, High- tech Development Zone",103.983094,30.668646,08:30-17:30,2.8,"Chengdu Polar Ocean Adventure Park is a theme park in Chengdu, China, popular for its memorable experiences. Entry fee is 2.8 USD. Recommended visit: 6 hours. Discover Chengdu Polar Ocean Adventure Park, a notable theme park in Chengdu, China, ideal for visitors. Open 08:30-17:30, entry 2.8 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,6 hours,3.75,"['Family with children', 'Elderly Travelers', 'Disabled Travelers', 'couples trip', 'Solo Woman Travelers']",China
24,Chengdu,Chengdu Traditional Drama Theater,"No. 456 Cultural Avenue, Wuhou District",104.242597,30.487523,10:00-18:00,10.64,"Chengdu Traditional Drama Theater is a historic site in Chengdu, China, popular for its memorable experiences. Entry fee is 10.64 USD. Recommended visit: 2 hours. Discover Chengdu Traditional Drama Theater, a notable historic site in Chengdu, China, ideal for visitors. Open 10:00-18:00, entry 10.64 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Pet Owners', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'Photography']",China
25,Chengdu,Chunxi Road Cultural Hub,"No. 188, Yushan Road, Chengdu",104.102074,30.514848,09:00-21:00,0.0,"Chunxi Road Cultural Hub is a historic site in Chengdu, China, popular for its memorable experiences. Entry fee is 0.0 USD. Recommended visit: 2 hours. Discover Chunxi Road Cultural Hub, a notable historic site in Chengdu, China, ideal for visitors. Open 09:00-21:00, entry 0.0 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Luxury Travelers', 'Photography']",China
26,Chengdu,Jinli Cultural Lane,"No. 188, Yipin Road, Wuhou District",103.927388,30.533745,08:30-21:00,4.2,"Jinli Cultural Lane is a historic site in Chengdu, China, popular for its memorable experiences. Entry fee is 4.2 USD. Recommended visit: 2 hours. Discover Jinli Cultural Lane, a notable historic site in Chengdu, China, ideal for visitors. Open 08:30-21:00, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'parking', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Photography']",China
27,Chengdu,Chengdu Ten Diligent Days Beneaththe Blossoming Branches' Concert Tour,"No. 456, Cultural Avenue, Chengdu Hi- Tech Development Zone",104.240158,30.57706,08:00-22:00,20.86,"Chengdu Ten Diligent Days Beneaththe Blossoming Branches' Concert Tour is a theme park in Chengdu, China, popular for its memorable experiences. Entry fee is 20.86 USD. Recommended visit: 7 hours. Discover Chengdu Ten Diligent Days Beneaththe Blossoming Branches' Concert Tour, a notable theme park in Chengdu, China, ideal for visitors. Open 08:00-22:00, entry 20.86 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']",Theme Park/Amusement Park,7 hours,3.75,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'foodie']",China
28,Chengdu,Green Peak Back Mountain,"No. 456, Xinglong Road, Chengdu High- tech Development Zone",104.141031,30.645301,08:30-17:00,5.6,"Green Peak Back Mountain is a nature in Chengdu, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.6 USD. Recommended visit: 3 hours. Discover Green Peak Back Mountain, a peaceful nature in Chengdu, China, ideal for nature lovers. Open 08:30-17:00, entry 5.6 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Disabled Travelers', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers', 'Photography']",China
29,Chengdu,Chengdu Urban Stroll,"No. 456, Riverside Park, Chengdu",104.048243,30.512861,08:30-19:00,8.4,"Chengdu Urban Stroll is a nature in Chengdu, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.4 USD. Recommended visit: 3 hours. Discover Chengdu Urban Stroll, a peaceful nature in Chengdu, China, ideal for nature lovers. Open 08:30-19:00, entry 8.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Elderly Travelers', 'Pet Owners', 'Fast-Paced Budget Travel', 'couples trip']",China
30,Chengdu,Chengdu Tian Tai Mountain Scenic Area,"No. 456, Green Valley Road, Chengdu High- Tech Development Zone",104.20721,30.899428,08:30-17:30,19.32,"Chengdu Tian Tai Mountain Scenic Area is a nature in Chengdu, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 19.32 USD. Recommended visit: 3 hours. Discover Chengdu Tian Tai Mountain Scenic Area, a peaceful nature in Chengdu, China, ideal for nature lovers. Open 08:30-17:30, entry 19.32 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Solo Woman Travelers', 'foodie', 'Photography']",China
