attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
11,Nagoya,Warner Bros. Studio Experience Nagoya,"982-8 Shinkawa, Naka-ku, Nagoya",137.061924,35.109015,09:30-17:00,9.8,"Warner Bros. Studio Experience Nagoya is a theme park in Nagoya, Japan, popular for its memorable experiences. Entry fee is 9.8 USD. Recommended visit: 6 hours. Discover Warner Bros. Studio Experience Nagoya, a notable theme park in Nagoya, Japan, ideal for visitors. Open 09:30-17:00, entry 9.8 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,6 hours,3.75,"['Family with children', 'Elderly Travelers', 'Fast-Paced Budget Travel', 'foodie', 'Photography']",Japan
12,Nagoya,Nagoya Heritage Museum,"572 Shinkawa Street, Nagoya",136.873516,35.242156,09:00-17:00,9.05,"Nagoya Heritage Museum is a museum in Nagoya, Japan, popular for its unique collections and exhibitions. Entry fee is 9.05 USD. Recommended visit: 2 hours. Discover Nagoya Heritage Museum, a renowned museum in Nagoya, Japan, ideal for art lovers. Open 09:00-17:00, entry 9.05 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Road trip', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers']",Japan
13,Nagoya,Cosmo Spin 20 Observation Wheel,"388 Sakura Avenue, Nagoya City",136.937562,35.29575,09:00-21:00,29.85,"Cosmo Spin 20 Observation Wheel is a nature in Nagoya, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 29.85 USD. Recommended visit: 3 hours. Discover Cosmo Spin 20 Observation Wheel, a peaceful nature in Nagoya, Japan, ideal for nature lovers. Open 09:00-21:00, entry 29.85 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers']",Japan
14,Nagoya,Nagoya Sumo Experience Center,"851 Kanda Street, Nakamura Ward, Nagoya",136.872474,35.122888,10:00-17:30,7.76,"Nagoya Sumo Experience Center is a museum in Nagoya, Japan, popular for its unique collections and exhibitions. Entry fee is 7.76 USD. Recommended visit: 2 hours. Discover Nagoya Sumo Experience Center, a renowned museum in Nagoya, Japan, ideal for art lovers. Open 10:00-17:30, entry 7.76 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'foodie', 'Photography']",Japan
15,Nagoya,Nagoya LEGO Playland,"495 Sakura Street, Naka-ku, Nagoya",136.816587,35.178541,08:00-17:00,51.9,"Nagoya LEGO Playland is a theme park in Nagoya, Japan, popular for its memorable experiences. Entry fee is 51.9 USD. Recommended visit: 8 hours. Discover Nagoya LEGO Playland, a notable theme park in Nagoya, Japan, ideal for visitors. Open 08:00-17:00, entry 51.9 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,8 hours,3.75,"['Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'couples trip', 'Solo Woman Travelers', 'foodie']",Japan
16,Nagoya,Nagoya Grand Sumo Spectacle Experience,"691 Sumo Street, Nakamura-ku, Nagoya",137.096326,35.203556,10:00-19:00,1.44,"Nagoya Grand Sumo Spectacle Experience is a historic site in Nagoya, Japan, popular for its memorable experiences. Entry fee is 1.44 USD. Recommended visit: 2 hours. Discover Nagoya Grand Sumo Spectacle Experience, a notable historic site in Nagoya, Japan, ideal for visitors. Open 10:00-19:00, entry 1.44 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Elderly Travelers', 'Luxury Travelers', 'foodie', 'Photography']",Japan
17,Nagoya,Nagoya Sumo Experience with Expert Commentary,"599 Sumo Street, Nagoya",136.880783,35.135094,10:00-17:00,19.39,"Nagoya Sumo Experience with Expert Commentary is a historic site in Nagoya, Japan, popular for its memorable experiences. Entry fee is 19.39 USD. Recommended visit: 2 hours. Discover Nagoya Sumo Experience with Expert Commentary, a notable historic site in Nagoya, Japan, ideal for visitors. Open 10:00-17:00, entry 19.39 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Elderly Travelers', 'Nightlife Enthusiast', 'Disabled Travelers', 'foodie', 'Photography']",Japan
18,Nagoya,Nagoya Skyview Observation Deck,"465 Sakura Street, Naka-ku, Nagoya",136.952364,35.282287,09:00-18:00,11.11,"Nagoya Skyview Observation Deck is a nature in Nagoya, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.11 USD. Recommended visit: 3 hours. Discover Nagoya Skyview Observation Deck, a peaceful nature in Nagoya, Japan, ideal for nature lovers. Open 09:00-18:00, entry 11.11 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Elderly Travelers', 'Nightlife Enthusiast', 'Luxury Travelers', 'foodie', 'Photography']",Japan
19,Nagoya,Nagoya Heritage Tower: Premium Access Pass,"356 Sakura Street, Naka-ku, Nagoya",137.09695,35.199906,09:00-17:30,2.58,"Nagoya Heritage Tower: Premium Access Pass is a historic site in Nagoya, Japan, popular for its memorable experiences. Entry fee is 2.58 USD. Recommended visit: 2 hours. Discover Nagoya Heritage Tower: Premium Access Pass, a notable historic site in Nagoya, Japan, ideal for visitors. Open 09:00-17:30, entry 2.58 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Elderly Travelers', 'Pet Owners', 'Disabled Travelers', 'Fast-Paced Budget Travel']",Japan
20,Nagoya,Nagoya Asahiyama Wildlife Sanctuary,"458 Sakura Street, Naka-ku, Nagoya",136.807273,35.253238,09:00-17:30,6.17,"Nagoya Asahiyama Wildlife Sanctuary is a nature in Nagoya, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.17 USD. Recommended visit: 3 hours. Discover Nagoya Asahiyama Wildlife Sanctuary, a peaceful nature in Nagoya, Japan, ideal for nature lovers. Open 09:00-17:30, entry 6.17 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'foodie']",Japan
21,Nagoya,Nagoya Sky View Observation Deck,"382 Sakura Street, Nakamura-ku, Nagoya",137.050884,35.17433,09:00-17:30,5.3,"Nagoya Sky View Observation Deck is a historic site in Nagoya, Japan, popular for its memorable experiences. Entry fee is 5.3 USD. Recommended visit: 2 hours. Discover Nagoya Sky View Observation Deck, a notable historic site in Nagoya, Japan, ideal for visitors. Open 09:00-17:30, entry 5.3 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers']",Japan
22,Nagoya,Nagoya Cultural Showcase,"345 Sakura Street, Naka Ward, Nagoya",136.916805,35.252985,09:00-17:30,7.79,"Nagoya Cultural Showcase is a museum in Nagoya, Japan, popular for its unique collections and exhibitions. Entry fee is 7.79 USD. Recommended visit: 2 hours. Discover Nagoya Cultural Showcase, a renowned museum in Nagoya, Japan, ideal for art lovers. Open 09:00-17:30, entry 7.79 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'wheelchair rental', 'benches/rest areas']",Museum/Art Gallery,2 hours,4.0,"['Elderly Travelers', 'Pet Owners', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",Japan
23,Nagoya,Nagoya Aqua Splash Center,"635 Riverside Drive, Nagoya",136.939247,35.257887,09:00-17:30,18.99,"Nagoya Aqua Splash Center is a theme park in Nagoya, Japan, popular for its memorable experiences. Entry fee is 18.99 USD. Recommended visit: 7 hours. Discover Nagoya Aqua Splash Center, a notable theme park in Nagoya, Japan, ideal for visitors. Open 09:00-17:30, entry 18.99 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'food markets', 'tasting tours', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,7 hours,3.75,"['Road trip', 'Pet Owners', 'Solo Woman Travelers', 'foodie', 'Photography']",Japan
24,Nagoya,Nagoya LEGO Adventure Park,"391 Sakura Street, Naka-ku, Nagoya",137.022637,35.282402,08:00-17:00,36.22,"Nagoya LEGO Adventure Park is a theme park in Nagoya, Japan, popular for its memorable experiences. Entry fee is 36.22 USD. Recommended visit: 8 hours. Discover Nagoya LEGO Adventure Park, a notable theme park in Nagoya, Japan, ideal for visitors. Open 08:00-17:00, entry 36.22 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'parking', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,8 hours,3.75,"['Road trip', 'Pet Owners', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'foodie', 'Photography']",Japan
25,Nagoya,Nagoya Hozu River Boat Cruise,"261 Sakura Street, Naka-ku, Nagoya",137.064707,35.055138,09:00-17:30,7.51,"Nagoya Hozu River Boat Cruise is a nature in Nagoya, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.51 USD. Recommended visit: 3 hours. Discover Nagoya Hozu River Boat Cruise, a peaceful nature in Nagoya, Japan, ideal for nature lovers. Open 09:00-17:30, entry 7.51 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Pet Owners', 'Luxury Travelers', 'Photography']",Japan
26,Nagoya,Nagoya Bay Spa Resort Solaniwa Onsen,"794 Sakura Street, Naka Ward, Nagoya",137.080777,35.272982,09:00-19:00,4.36,"Nagoya Bay Spa Resort Solaniwa Onsen is a nature in Nagoya, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.36 USD. Recommended visit: 3 hours. Discover Nagoya Bay Spa Resort Solaniwa Onsen, a peaceful nature in Nagoya, Japan, ideal for nature lovers. Open 09:00-19:00, entry 4.36 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'food markets', 'tasting tours', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Disabled Travelers', 'foodie', 'Photography']",Japan
27,Nagoya,"Huis Ten Bosch: Cultural Experience | Nagoya, Aichi, Japan","272 Sakura Street, Nakamura Ward, Nagoya",136.932288,35.180488,09:00-17:30,10.3,"Huis Ten Bosch: Cultural Experience | Nagoya, Aichi, Japan is a historic site in Nagoya, Japan, popular for its memorable experiences. Entry fee is 10.3 USD. Recommended visit: 2 hours. Discover Huis Ten Bosch: Cultural Experience | Nagoya, Aichi, Japan, a notable historic site in Nagoya, Japan, ideal for visitors. Open 09:00-17:30, entry 10.3 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Solo Woman Travelers']",Japan
28,Nagoya,Churaumi Special 5 Pass / Okinawa Special 3 Pass,"430 Sakura Street, Naka Ward, Nagoya",136.961333,35.138403,09:00-17:30,22.28,"Churaumi Special 5 Pass / Okinawa Special 3 Pass is a theme park in Nagoya, Japan, popular for its memorable experiences. Entry fee is 22.28 USD. Recommended visit: 7 hours. Discover Churaumi Special 5 Pass / Okinawa Special 3 Pass, a notable theme park in Nagoya, Japan, ideal for visitors. Open 09:00-17:30, entry 22.28 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Road trip', 'Elderly Travelers', 'couples trip', 'Solo Woman Travelers', 'foodie']",Japan
29,Nagoya,Toyohashi Nature & Botanical Garden,"902 Sakura Street, Naka Ward, Nagoya",136.960266,35.259133,08:30-17:00,116.41,"Toyohashi Nature & Botanical Garden is a nature in Nagoya, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 116.41 USD. Recommended visit: 3 hours. Discover Toyohashi Nature & Botanical Garden, a peaceful nature in Nagoya, Japan, ideal for nature lovers. Open 08:30-17:00, entry 116.41 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Fast-Paced Budget Travel', 'couples trip', 'Luxury Travelers', 'foodie']",Japan
30,Nagoya,Nagoya e-Access,"817 Sakura Street, Naka-ku, Nagoya",136.899879,35.183522,09:00-17:30,15.41,"Nagoya e-Access is a museum in Nagoya, Japan, popular for its unique collections and exhibitions. Entry fee is 15.41 USD. Recommended visit: 2 hours. Discover Nagoya e-Access, a renowned museum in Nagoya, Japan, ideal for art lovers. Open 09:00-17:30, entry 15.41 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'parking']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Solo Woman Travelers', 'Luxury Travelers']",Japan
