attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
11,Hangzhou,Qiantang River Cruises,"No. 456 West Lake Scenic Road, Hangzhou",119.928194,30.266548,08:30-17:30,19.32,"Qiantang River Cruises is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 19.32 USD. Recommended visit: 3 hours. Discover Qiantang River Cruises, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:30-17:30, entry 19.32 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Elderly Travelers', 'Nightlife Enthusiast', 'Luxury Travelers', 'foodie']",China
12,Hangzhou,Hangzhou · Charlie Puth Live Concert - Hangzhou Edition,"No. 456, West Lake Cultural Park, Hangzhou",120.064738,30.132264,08:00-22:00,16.8,"Hangzhou · Charlie Puth Live Concert - Hangzhou Edition is a theme park in Hangzhou, China, popular for its memorable experiences. Entry fee is 16.8 USD. Recommended visit: 7 hours. Discover Hangzhou · Charlie Puth Live Concert - Hangzhou Edition, a notable theme park in Hangzhou, China, ideal for visitors. Open 08:00-22:00, entry 16.8 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Road trip', 'Elderly Travelers', 'Disabled Travelers', 'Solo Woman Travelers', 'foodie']",China
13,Hangzhou,Lake West Reflection Show,"No. 456 Riverside Lane, Xihu District",120.345832,30.064923,08:00-21:30,5.6,"Lake West Reflection Show is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.6 USD. Recommended visit: 3 hours. Discover Lake West Reflection Show, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:00-21:30, entry 5.6 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'Photography']",China
14,Hangzhou,Daqi Mountain National Forest Park,"No. 567, Xuefu Road, Xihu District, Hangzhou",119.92814,30.30782,08:00-17:00,7.84,"Daqi Mountain National Forest Park is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.84 USD. Recommended visit: 3 hours. Discover Daqi Mountain National Forest Park, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:00-17:00, entry 7.84 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'Disabled Travelers', 'Solo Woman Travelers', 'foodie']",China
15,Hangzhou,Hangzhou Wild Animal Park,"No. 456 Green Valley Road, Xihu District",120.269444,30.073778,08:30-17:00,26.32,"Hangzhou Wild Animal Park is a theme park in Hangzhou, China, popular for its memorable experiences. Entry fee is 26.32 USD. Recommended visit: 7 hours. Discover Hangzhou Wild Animal Park, a notable theme park in Hangzhou, China, ideal for visitors. Open 08:30-17:00, entry 26.32 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'high speed WiFi']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Pet Owners', 'Fast-Paced Budget Travel', 'couples trip', 'Luxury Travelers']",China
16,Hangzhou,Huxiao Gorge Adventure Rafting,"No. 456 Riverside Lane, Xiaoshan District",120.011071,30.242701,08:30-17:00,11.2,"Huxiao Gorge Adventure Rafting is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.2 USD. Recommended visit: 3 hours. Discover Huxiao Gorge Adventure Rafting, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:30-17:00, entry 11.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'foodie', 'Photography']",China
17,Hangzhou,West Lake Lotus Grove,"No. 456, Xuefu Road, Hangzhou",120.280187,30.155826,08:00-18:00,7.7,"West Lake Lotus Grove is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.7 USD. Recommended visit: 3 hours. Discover West Lake Lotus Grove, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:00-18:00, entry 7.7 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Solo Woman Travelers', 'Luxury Travelers']",China
18,Hangzhou,Hangzhou Cycle Trail,"No. 456 Riverside Lane, Xihu District",120.33445,30.077385,08:00-19:00,4.2,"Hangzhou Cycle Trail is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.2 USD. Recommended visit: 3 hours. Discover Hangzhou Cycle Trail, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:00-19:00, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Luxury Travelers', 'foodie']",China
19,Hangzhou,Qian Dao Hu Scenic Bay,"No. 58, West Lake Scenic Road, Xihu District, Hangzhou",120.345805,30.109188,08:30-17:00,8.4,"Qian Dao Hu Scenic Bay is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.4 USD. Recommended visit: 3 hours. Discover Qian Dao Hu Scenic Bay, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:30-17:00, entry 8.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'couples trip', 'Solo Woman Travelers', 'foodie']",China
20,Hangzhou,Yu Wang Temple Cultural Park,"No. 456, West Lake Scenic Road, Xihu District",120.29272,30.112145,08:30-17:30,4.2,"Yu Wang Temple Cultural Park is a historic site in Hangzhou, China, popular for its memorable experiences. Entry fee is 4.2 USD. Recommended visit: 2 hours. Discover Yu Wang Temple Cultural Park, a notable historic site in Hangzhou, China, ideal for visitors. Open 08:30-17:30, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'night markets', 'bars', 'evening shows', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'Photography']",China
21,Hangzhou,Zhejiang Provincial Museum (Zhejiang Campus),"No. 128, Xueyuan Road, Xihu District",119.968819,30.273057,09:00-17:30,8.96,"Zhejiang Provincial Museum (Zhejiang Campus) is a museum in Hangzhou, China, popular for its unique collections and exhibitions. Entry fee is 8.96 USD. Recommended visit: 2 hours. Discover Zhejiang Provincial Museum (Zhejiang Campus), a renowned museum in Hangzhou, China, ideal for art lovers. Open 09:00-17:30, entry 8.96 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Road trip', 'Disabled Travelers', 'couples trip', 'foodie']",China
22,Hangzhou,Zhejiang Cultural Hub,"No. 456, West Lake Cultural Avenue, Xihu District",120.317755,30.17789,09:00-18:00,55.72,"Zhejiang Cultural Hub is a museum in Hangzhou, China, popular for its unique collections and exhibitions. Entry fee is 55.72 USD. Recommended visit: 2 hours. Discover Zhejiang Cultural Hub, a renowned museum in Hangzhou, China, ideal for art lovers. Open 09:00-18:00, entry 55.72 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'parking', 'high speed WiFi']",Museum/Art Gallery,2 hours,4.0,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Solo Woman Travelers', 'Luxury Travelers']",China
23,Hangzhou,Hangzhou Grand Canal Cultural Park,"No. 456, West Lake Scenic Avenue, Hangzhou",120.03243,30.071439,08:30-17:30,7.0,"Hangzhou Grand Canal Cultural Park is a historic site in Hangzhou, China, popular for its memorable experiences. Entry fee is 7.0 USD. Recommended visit: 2 hours. Discover Hangzhou Grand Canal Cultural Park, a notable historic site in Hangzhou, China, ideal for visitors. Open 08:30-17:30, entry 7.0 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Pet Owners', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Photography']",China
24,Hangzhou,Tianzi Earth Nature Adventure Park,"No. 456, Xueyin Road, Xihu District",120.27811,30.252194,08:30-17:30,15.4,"Tianzi Earth Nature Adventure Park is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 15.4 USD. Recommended visit: 3 hours. Discover Tianzi Earth Nature Adventure Park, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:30-17:30, entry 15.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Pet Owners', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Photography']",China
25,Hangzhou,Qian Dao Lake Sky Island Resort,"No. 456, West Lake Scenic Area, Hangzhou",120.324697,30.155069,08:30-17:00,11.2,"Qian Dao Lake Sky Island Resort is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.2 USD. Recommended visit: 3 hours. Discover Qian Dao Lake Sky Island Resort, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:30-17:00, entry 11.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'foodie', 'Photography']",China
26,Hangzhou,Tianyu Mountain Viewing Deck,"No. 456, West Lake Scenic Road, Hangzhou",120.051783,29.992614,08:30-17:30,7.84,"Tianyu Mountain Viewing Deck is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.84 USD. Recommended visit: 3 hours. Discover Tianyu Mountain Viewing Deck, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 08:30-17:30, entry 7.84 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'parking', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'Photography']",China
27,Hangzhou,Hangzhou Tea Experience,"No. 456 West Lake Scenic Avenue, Hangzhou",120.111773,30.144976,09:00-17:30,11.9,"Hangzhou Tea Experience is a nature in Hangzhou, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.9 USD. Recommended visit: 3 hours. Discover Hangzhou Tea Experience, a peaceful nature in Hangzhou, China, ideal for nature lovers. Open 09:00-17:30, entry 11.9 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Pet Owners', 'Disabled Travelers', 'couples trip', 'foodie', 'Photography']",China
28,Hangzhou,Hangzhou · Ten Diligent Days 2025 'Blossom in Time' Tour Concert,"No. 456, Green Valley Road, Xihu District, Hangzhou",119.932463,30.119509,08:00-22:00,16.66,"Hangzhou · Ten Diligent Days 2025 'Blossom in Time' Tour Concert is a theme park in Hangzhou, China, popular for its memorable experiences. Entry fee is 16.66 USD. Recommended visit: 6 hours. Discover Hangzhou · Ten Diligent Days 2025 'Blossom in Time' Tour Concert, a notable theme park in Hangzhou, China, ideal for visitors. Open 08:00-22:00, entry 16.66 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,6 hours,3.75,"['Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'Photography']",China
29,Hangzhou,Hangzhou Urban Stroll,"No. 456 West Lake Road, Hangzhou",119.948204,30.315879,08:30-17:30,26.32,"Hangzhou Urban Stroll is a historic site in Hangzhou, China, popular for its memorable experiences. Entry fee is 26.32 USD. Recommended visit: 2 hours. Discover Hangzhou Urban Stroll, a notable historic site in Hangzhou, China, ideal for visitors. Open 08:30-17:30, entry 26.32 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Luxury Travelers', 'Photography']",China
30,Hangzhou,Hangzhou · Wang Xinling Sweet Dreams 2.0 Concert Tour - Hangzhou Edition,"No. 188, Xiangshan Road, Xihu District, Hangzhou",120.120952,30.345245,08:00-22:00,26.32,"Hangzhou · Wang Xinling Sweet Dreams 2.0 Concert Tour - Hangzhou Edition is a theme park in Hangzhou, China, popular for its memorable experiences. Entry fee is 26.32 USD. Recommended visit: 7 hours. Discover Hangzhou · Wang Xinling Sweet Dreams 2.0 Concert Tour - Hangzhou Edition, a notable theme park in Hangzhou, China, ideal for visitors. Open 08:00-22:00, entry 26.32 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Road trip', 'Elderly Travelers', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'foodie']",China
