id,name,hotelname_en,featurehoteltype,lat,lon,price,numbed
157,南京机场诺富特酒店,Novotel Nanjing Airport,停车场,31.782081,118.854721,494,2
158,南京白马玲陇酒店,Baima Linglong Hotel,湖景房,31.613557,119.186532,399,2
159,南京江北万汇城智选假日酒店,"Holiday Inn Express Nanjing Jiangbei Wonhall Mall, an IHG Hotel",窗外好景,32.062755,118.657286,349,2
160,南京江宁Moxy酒店,Nanjing Jiangning Moxy,免费停车,31.933237,118.846894,445,1
161,E·HOTEL逸住府(南京夫子庙老门东店),E·HOTEL Yizhu Mansion,家庭房,32.013061,118.783816,531,1
162,机场宾馆(南京夫子庙店),Airport Hotel (Nanjing Confucius Temple),棋牌室,32.019732,118.800554,419,1
163,金帆万源酒店(麒麟人工智能产业园店),WanYuan By Jinsail Hotel (Qi Lin Science & Technology Innovation Park Branch),免费停车,32.028677,118.925461,409,2
164,南京南站北广场亚朵酒店,Atour Hotel Nanjing South Station North Square,停车场,31.969906,118.792247,508,1
165,南京汉润1882大酒店,Hanrun 1882 Hotel,免费停车,31.988819,118.73581,421,1
166,南京得半庄园度假酒店,Deban Manor Resort Hotel,免费停车,31.347976,119.030326,416,1
167,美豪丽致G次元电竞酒店,Meihao Lizhi G Diyuan E-sports Hotel,免费停车,32.001756,118.727536,415,2
168,南京仙林大学城希尔顿欢朋酒店,Hampton by Hilton Nanjing Xianlin University Town,窗外好景,32.095134,118.922404,403,1
169,桔子南京新街口中心酒店,Orange Hotel (Nanjing  Xinjiekou Center),机器人服务,32.034759,118.783841,354,1
170,如家精选酒店(南京夫子庙景区店),Home Inn Plus (Nanjing Confucius Temple),机器人服务,32.018042,118.788277,352,1
171,云居·楠山里温泉度假酒店,Yunju Lushanli Hot Spring Resort,家庭房,31.961355,118.9552,398,1
172,书香世家酒店(南京新街口德基广场店),Scholars Hotel (Nanjing Xinjiekou Deji Plaza),亲子主题房,32.044419,118.78315,319,1
173,南京奥体中心诺阁雅酒店,Nanjing Keyne NEQTA Hotel,动人夜景,31.993826,118.729107,440,1
174,南京金帆万源酒店,Jinfan Wanyuan Hotel,免费停车,32.045238,118.772196,297,1
175,全季酒店(南京软件大道地铁站店),Ji Hotel (Nanjing Ruanjian Avenue),免费停车,31.975588,118.771226,554,2
176,南京紫东酒店(紫东生态会议中心),Zidong Design Hotels (Zidong Ecological Conference Center),免费停车,32.079562,118.911687,407,2
177,桔子酒店(南京奥体江东中路店),"Orange hotel(nanjing Olympic sports Center, jiangdong road)",机器人服务,32.000064,118.726172,462,1
178,南京白金汉爵大酒店,Baijin Hanjue Hotel,多功能厅,32.103204,118.892153,318,2
179,全季酒店(南京龙江新城市广场漓江路店),All Seasons Hotel (Nanjing Longjiang New City Plaza Lijiang Road Branch),管家服务,32.053934,118.736576,378,1
180,全季酒店(南京南站前广场店),Ji Hotel (Nanjing South Railway Station Square Store),健身室,31.966009,118.802232,508,1
181,古南都逸居酒店(南京夫子庙景区店),Grand Cozy Hotels (Nanjing Qianhuai Confucius Temple),儿童乐园,32.022408,118.786803,284,1
182,花筑·栖梧民宿(苏家理想村店),Floral Hotel·Qiwu Homestay (Sujia Ideal Village Store),免费停车,31.805068,118.723914,414,1
183,宜尚酒店(南京夫子庙地铁站店),Yishang Hotel (Nanjing Confucius Temple Subway Station),窗外好景,32.022385,118.791825,349,1
184,花筑·南京半山悠然民宿(银杏湖乐园店),Floral Hotel·Nanjing Mid Mountain Leisure Homestay (Ginkgo Lake Paradise Store),免费停车,31.77137,118.725741,495,2
185,云几·澄心堂度假酒店(南京玄武湖店),Yunji Chengxintang Resort Hotel (Nanjing Xuanwumen Branch),免费停车,32.070832,118.78657,401,1
186,全季酒店(南京江宁交院地铁站店),JI Hotel (Nanjing Jiangning Jiaoyuan Subway Station),停车场,31.913081,118.90045,369,1
187,南京黄埔大酒店,Huangpu Hotel,免费停车,32.042562,118.811333,368,2
188,南京无事山居民宿,Leisure time of the mountains,免费停车,31.583648,119.007214,419,2
189,南京素一花园民宿,Suyi Garden Guesthouse,免费停车,31.346379,119.041314,488,1
190,全季酒店(南京百家湖胜太路地铁站店),All Seasons Hotel (Nanjing Baijiahu Shengtai Road Subway Station),家庭房,31.946528,118.820893,395,1
191,全季酒店(南京奥体国际博览中心店),All Seasons Hotel (Nanjing Olympic Sports International Expo Center),家庭房,31.986253,118.717778,354,1
192,南京西康宾馆,Xikang Hotel,免费停车,32.062889,118.762831,343,2
193,H+酒店(南京鸡鸣寺鼓楼地铁站店),H Hotel,免费停车,32.057798,118.787893,318,1
194,南京半夏民宿(黄龙岘一店),NanJing Midsummer Boutique Hotel,免费停车,31.781015,118.686927,508,1
195,南京蝶梦山丘飞行民宿,Diemeng Shangzhuang Feixing Hotel,免费停车,32.119811,118.598368,450,1
196,山林悦民宿(南京银杏湖店),Shanlinyue B&B (Nanjing Yinxinghu Branch),免费停车,31.804712,118.727417,520,1
197,沐江南酒店(南京新街口地铁站友谊广场店),Mujiangnan Hotel (Nanjing Xinjiekou Subway Station Friendship Square),影音房,32.04116,118.782257,378,1
198,南京融空间雾落间民宿,rongkongjian·wuluojian Hostel,民宿,31.804165,118.726217,420,1
199,南京星空宿泡泡屋(银杏湖店),Starry Lodge Bubble House Guesthouse,免费停车,31.81166,118.713534,507,2
200,全季酒店(南京理工大店),All Season Hotel (Nanjing University of Technology Branch),停车场,32.023241,118.852759,367,1
201,南京石塘田园e站竹卿舍田园民宿,Shitang Tianyuan E Zhan Zhu Qing She Hotel,民宿,31.722946,118.71276,454,2
202,南京半城·大山房车度假区,Bancheng Dashan RV Resort,特色住宿,31.416855,119.079378,422,2
203,宜尚酒店(南京南站南广场喜玛拉雅店),Echarm hotel(Sanhe Wal Mart store&Yanling Road&Yanjiao),停车场,31.967064,118.804836,326,1
204,蘭園民宿(南京高淳老街店),Lanyuan B&B (Nanjing Gaochun Old Street),桑拿,31.320465,118.866566,351,1
205,花筑·南京云上温泉酒店,Floral Hotel·Yunshang Hot Spring Hotel,免费停车,32.092467,118.613731,439,2
206,花筑·南京不老村原舍民宿 (老山国家森林公园店),Floral Hotel·Nanjing Bulao Village Original B&B (Laoshan National Forest Park Branch),充电桩,32.093064,118.608941,443,1
207,南京交苑宾馆,Nanjing Jiaoyuan Hotel,免费停车,31.913999,118.915292,416,1
208,南京云舍温泉客栈,Yunshe Hot Spring Inn,客栈,32.065869,119.062966,346,1
209,全季酒店(南京国际博览中心江东中路店),Ji Hotel (Nanjing International Expo Center Jiangdong Middle Road Branch),停车场,31.987726,118.71563,371,1
210,南京东南大学榴园宾馆(玄武湖店),Nanjing Southeast University Liuyuan Hotel (Xuanwu Lake Branch),免费停车,32.056203,118.791406,440,2
211,南京农业大学翰苑宾馆,Hanyuan Hotel,免费停车,32.029604,118.838623,413,2
212,南京等你民宿,Waiting for your homestay in Nanjing,免费停车,31.781743,118.68517,378,1
213,美豪丽致酒店(南京江北新区工业大学店),Meihao Lizhi Hotel (Nanjing Jiangbei New District Institute of Technology Store),免费停车,32.069131,118.646117,305,2
214,南京古风·行其野民宿,Gufeng Xingqiye Homestay,免费停车,31.980224,118.927386,371,2
215,南京新街口王府大街亚朵酒店,Atour Hotel (Nanjing Xinjiekou Wangfu Street),免费停车,32.036818,118.777356,403,1
216,江苏凤凰台饭店,Jiangsu Phoenix Palace Hotel,湖畔美居,32.068689,118.780809,297,2
217,南京仙林大道金马路亚朵酒店,"Atour Hotel (Xianlin Avenue, Jinma Road)",免费停车,32.069674,118.898803,350,1
218,孜图酒店(南京夫子庙景区店),Zitu Hotel(Nanjng Confucius Temple ),空调,32.020799,118.792188,334,1
219,花筑·南京夫子庙老门东知否民宿(秦淮河景区店),Floral Hotel·the old gate East of Nanjing Confucius Temple,免费停车,32.012936,118.784228,572,1
220,南京圣和文化交流中心(中山陵店),Nanjing Sanhome Cultural Communication Center Hotel,免费停车,32.01707,118.880388,367,2
221,桔子水晶南京玄武湖酒店,Crystal Orange Hotel (Nanjing Xuanwu Lake),免费停车,32.069688,118.777767,370,1
222,南京华江饭店,Huajiang Hotel,免费停车,32.071919,118.769625,308,2
223,孜图酒店(南京明故宫店),Zitu Hotel (Nanjing Minggugong),免费停车,32.03149,118.816287,329,1
224,筱满·AZITA设计师城市客栈(南京玄武湖店),Xiaoman·AZITA City Inn (Nanjing Xuanwu Lake),免费停车,32.065817,118.778277,358,2
225,孜图酒店(南京南站胜太路地铁站店),Z-Two Boutique Hotel( Nanjing  South Railway Station Shengtailu Station),管家服务,31.944994,118.820088,316,1
226,南京夫子庙夜泊秦淮君亭酒店(秦淮书舍店),Nanjing Yebo Qinhuai Junting Hotel Qinhuai Bookstore,免费停车,32.017902,118.787149,598,2
227,和颐至尚酒店(南京鼓楼玄武湖店),Yitel Collection (Nanjing Gulou Xuanwuhu Road),机器人服务,32.06706,118.77778,286,2
228,宜尚酒店(南京弘阳博览中心刘村地铁站店),Yishang Hotel (Nanjing Hongyang Expo Center Liucun Subway Station Store),免费停车,31.940713,118.667166,273,1
229,南京南站尚好商旅公寓酒店(天隆寺地铁站店),Shanghao Business Travel Apartment Hotel (Tianlong Temple Subway Station),酒店公寓,31.978916,118.765002,204,1
230,南京仙林大学城生创园亚朵酒店,Atour Hotel (Nanjing Xianlin University City Shengchuangyuan),免费停车,32.130815,118.962314,343,1
231,晨町酒店(南京玄武湖公园店),Chenxi Hotel (Nanjing Xuanwu Lake Park),家庭房,32.067535,118.784495,249,1
232,南京高盛阁酒店(国际博览中心升龙汇金店),Nanjing Gaoshengge Hotel (International Expo Center Shenglong Huijin),免费停车,31.979116,118.710813,347,1
233,南京玄武湖公园亚朵酒店,"Atour Hotel, Xuanwu Lake Park, Nanjing",免费停车,32.09012,118.788652,376,1
234,玺悦·弘酒店(南京南站店),HOTEL CELESTIS GREAT(Nanjing South Railway Station),免费停车,31.970446,118.793562,368,1
235,南京华东饭店,Hua Dong Hotel,免费停车,32.059457,118.761933,388,1
236,清沐铂金酒店(南京理工大学孝陵卫地铁站店),Qingmu Platinum Hotel,家庭房,32.035409,118.860165,202,1
237,南京滨江智选假日酒店,"Holiday Inn Express Nanjing Riverside, an IHG hotel",停车场,32.090741,118.738424,380,2
238,南京溧水海乐城亚朵X酒店,Nanjing Lishui Haile City Atour X Hotel,免费停车,31.654179,119.027322,324,2
239,窝石榴城市精品酒店(南京夫子庙武定门地铁站店),WO16,免费停车,32.00881,118.793231,231,1
